Name,Team,Nationalaty,Position,age,Matches Played,Matches Starts,Minutes / Div By 90,Goals,Asissts,Yellows,Reds,Total Shots,Passes Attemted,Passes Total Distance,Short Passes,Medium Passes,Long Passes,Cross Passes,Head Pases,Tackeled,Tackeled Dribbels,Pressure Applying,Blocks,Shots Blocks,Clearence,Touches,Touches Defencive Penalty Area,Touches Defencive 3RD,Touches Mid 3RD,Touches Attacking 3RD,Touches Attacking Penalty Area,Touches Live Game,Dribbels Succes,Dribbels Attempted,Carries,Carries To Distance,Carries Proggresive,Carries Proggresive Foword,Carries Tackeled,Reciving Passes,Fouls Commited,Fouls Drawn,Tackele Won,looseBallRecovered,Aerial Duals Won,Aerial Duals Lost
Pierre Højbjerg,Tottenham,dk DEN,MF,26-142,21,17,18.5,3.0,2.0,1.0,0.0,12.0,967.0,16013.0,389.0,421.0,141.0,4.0,42.0,37.0,14.0,288.0,25.0,4.0,22.0,1111.0,39.0,268.0,736.0,174.0,10.0,1074.0,19.0,32.0,761.0,3311.0,1702.0,55.0,9.0,839.0,19.0,23.0,26.0,152.0,15.0,10.0
Pierre Lees-Melou,Norwich City,fr FRA,MF,28-214,13,11,10.5,0.0,0.0,5.0,0.0,16.0,407.0,5764.0,176.0,138.0,69.0,14.0,25.0,30.0,11.0,274.0,25.0,6.0,7.0,509.0,28.0,136.0,259.0,134.0,17.0,503.0,6.0,13.0,323.0,1429.0,685.0,25.0,2.0,379.0,22.0,11.0,20.0,84.0,3.0,12.0
Pierre-Emerick Aubameyang,Arsenal,ga GAB,FW,32-190,15,13,12.4,7.0,2.0,3.0,0.0,37.0,203.0,1995.0,115.0,62.0,14.0,9.0,8.0,12.0,2.0,201.0,19.0,3.0,3.0,320.0,5.0,34.0,139.0,167.0,55.0,312.0,2.0,6.0,168.0,1020.0,597.0,29.0,5.0,442.0,18.0,12.0,7.0,38.0,28.0,32.0
Pontus Jansson,Brentford,se SWE,DF,30-315,17,17,16.9,1.0,1.0,3.0,0.0,9.0,667.0,11813.0,178.0,347.0,132.0,0.0,72.0,13.0,6.0,87.0,20.0,9.0,83.0,827.0,179.0,538.0,303.0,28.0,21.0,798.0,0.0,1.0,407.0,2087.0,1087.0,18.0,2.0,492.0,9.0,7.0,10.0,157.0,48.0,41.0
Przemysław Płacheta,Norwich City,pl POL,FW,23-277,3,2,1.6,0.0,0.0,0.0,0.0,1.0,53.0,695.0,21.0,16.0,11.0,6.0,1.0,2.0,0.0,32.0,1.0,0.0,3.0,73.0,3.0,22.0,23.0,32.0,4.0,64.0,2.0,2.0,48.0,283.0,158.0,6.0,6.0,65.0,1.0,4.0,1.0,9.0,1.0,4.0
Raheem Sterling,Manchester City,eng ENG,FW,27-017,23,13,15.7,7.0,3.0,0.0,0.0,46.0,494.0,6044.0,288.0,152.0,25.0,35.0,2.0,14.0,4.0,194.0,9.0,0.0,2.0,666.0,0.0,33.0,232.0,454.0,129.0,654.0,25.0,54.0,567.0,2972.0,1960.0,112.0,34.0,734.0,19.0,30.0,10.0,52.0,3.0,14.0
Raphael Dias Belloli,Leeds United,br BRA,"MF,FW",25-011,16,16,15.0,8.0,1.0,4.0,0.0,45.0,595.0,7000.0,211.0,185.0,153.0,43.0,4.0,28.0,10.0,221.0,24.0,0.0,13.0,864.0,25.0,122.0,377.0,410.0,61.0,777.0,32.0,81.0,595.0,2777.0,1712.0,85.0,30.0,756.0,25.0,27.0,12.0,108.0,16.0,14.0
Raphaël Varane,Manchester Utd,fr FRA,DF,28-244,9,8,7.9,0.0,1.0,1.0,0.0,4.0,457.0,9677.0,100.0,241.0,110.0,0.0,17.0,8.0,2.0,62.0,16.0,7.0,53.0,554.0,70.0,273.0,300.0,22.0,6.0,538.0,0.0,2.0,341.0,2547.0,1525.0,33.0,0.0,378.0,1.0,2.0,5.0,67.0,23.0,13.0
Rayan Aït Nouri,Wolves,fr FRA,DF,20-202,11,10,9.7,0.0,2.0,1.0,0.0,8.0,440.0,5292.0,177.0,164.0,78.0,30.0,19.0,39.0,15.0,183.0,10.0,0.0,14.0,558.0,27.0,205.0,201.0,172.0,18.0,472.0,17.0,31.0,343.0,1681.0,1100.0,60.0,17.0,354.0,8.0,10.0,24.0,58.0,8.0,6.0
Raúl Jiménez,Wolves,mx MEX,FW,30-234,17,16,15.5,3.0,2.0,5.0,1.0,31.0,452.0,4598.0,255.0,115.0,41.0,9.0,19.0,18.0,3.0,224.0,13.0,2.0,11.0,684.0,15.0,66.0,367.0,290.0,80.0,656.0,26.0,57.0,475.0,1760.0,858.0,54.0,38.0,826.0,27.0,31.0,12.0,64.0,44.0,59.0
Reece Hannam,Crystal Palace,eng ENG,DF,21-097,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reece James,Chelsea,eng ENG,"DF,MF",22-017,21,17,17.0,5.0,6.0,5.0,1.0,30.0,1061.0,15226.0,493.0,397.0,129.0,58.0,26.0,29.0,7.0,215.0,20.0,1.0,11.0,1206.0,24.0,208.0,516.0,561.0,50.0,1037.0,24.0,30.0,832.0,3789.0,1872.0,101.0,18.0,895.0,16.0,25.0,21.0,123.0,16.0,19.0
Reece Welch,Everton,eng ENG,DF,18-097,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reiss Nelson,Arsenal,eng ENG,FW,22-015,1,0,0.2,0.0,0.0,0.0,0.0,1.0,11.0,117.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,10.0,2.0,16.0,0.0,0.0,11.0,44.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0
Remi Matthews,Crystal Palace,eng ENG,GK,27-318,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Pereira,Leicester City,pt POR,DF,28-080,12,11,8.9,0.0,2.0,2.0,0.0,3.0,408.0,5089.0,208.0,142.0,41.0,11.0,12.0,31.0,14.0,152.0,22.0,3.0,21.0,510.0,27.0,145.0,257.0,125.0,13.0,445.0,7.0,13.0,315.0,986.0,603.0,30.0,5.0,329.0,7.0,17.0,23.0,56.0,14.0,7.0
Richarlison,Everton,br BRA,"FW,MF",24-229,11,10,9.8,3.0,2.0,5.0,0.0,18.0,170.0,1671.0,78.0,51.0,16.0,6.0,14.0,13.0,3.0,185.0,17.0,3.0,9.0,327.0,10.0,41.0,132.0,168.0,50.0,320.0,10.0,24.0,216.0,956.0,509.0,28.0,22.0,406.0,18.0,20.0,6.0,51.0,14.0,60.0
Rico Henry,Brentford,eng ENG,DF,24-170,18,17,16.3,2.0,0.0,2.0,0.0,9.0,563.0,6920.0,228.0,216.0,79.0,26.0,43.0,16.0,3.0,172.0,34.0,6.0,27.0,728.0,40.0,225.0,322.0,229.0,15.0,702.0,13.0,30.0,472.0,2212.0,1080.0,47.0,28.0,490.0,14.0,17.0,16.0,161.0,26.0,23.0
Riyad Mahrez,Manchester City,dz ALG,FW,30-307,23,15,15.9,11.0,4.0,0.0,0.0,64.0,709.0,9722.0,351.0,249.0,90.0,45.0,7.0,14.0,5.0,185.0,12.0,1.0,0.0,873.0,11.0,58.0,303.0,579.0,109.0,812.0,15.0,30.0,678.0,3834.0,2192.0,123.0,25.0,777.0,5.0,27.0,8.0,76.0,5.0,12.0
Rob Elliot,Watford,ie IRL,GK,35-239,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Holding,Arsenal,eng ENG,"DF,MF",26-096,7,6,6.1,0.0,0.0,2.0,0.0,5.0,73.0,1302.0,15.0,36.0,19.0,1.0,2.0,5.0,2.0,16.0,12.0,9.0,12.0,107.0,31.0,64.0,44.0,3.0,3.0,104.0,1.0,1.0,52.0,287.0,87.0,1.0,1.0,59.0,3.0,0.0,4.0,13.0,5.0,8.0
Robert Street,Crystal Palace,eng ENG,FW,20-090,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Sánchez,Brighton,es ESP,GK,24-037,15,15,15.0,0.0,0.0,2.0,1.0,0.0,685.0,13867.0,92.0,267.0,325.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,727.0,569.0,721.0,6.0,0.0,0.0,606.0,0.0,0.0,413.0,1742.0,928.0,0.0,0.0,440.0,0.0,2.0,0.0,69.0,0.0,0.0
Roberto Firmino,Liverpool,br BRA,FW,30-084,14,6,7.3,6.0,3.0,0.0,0.0,19.0,274.0,3408.0,127.0,103.0,23.0,4.0,11.0,18.0,1.0,121.0,9.0,0.0,1.0,360.0,2.0,31.0,189.0,166.0,35.0,351.0,7.0,17.0,256.0,1055.0,558.0,36.0,16.0,366.0,7.0,9.0,14.0,42.0,5.0,11.0
Robin Koch,Leeds United,de GER,"MF,DF",25-161,2,2,2.0,0.0,0.0,1.0,0.0,0.0,68.0,1061.0,19.0,35.0,14.0,0.0,5.0,4.0,1.0,34.0,2.0,0.0,8.0,86.0,15.0,53.0,35.0,1.0,0.0,85.0,1.0,1.0,49.0,200.0,105.0,0.0,1.0,50.0,3.0,0.0,2.0,14.0,8.0,3.0
Rodri,Manchester City,es ESP,MF,25-186,22,21,20.1,2.0,1.0,5.0,0.0,19.0,1662.0,31917.0,546.0,797.0,290.0,3.0,53.0,49.0,27.0,292.0,26.0,3.0,26.0,1823.0,52.0,345.0,1185.0,416.0,26.0,1807.0,8.0,17.0,1298.0,5307.0,2600.0,112.0,13.0,1485.0,39.0,22.0,35.0,211.0,44.0,16.0
Rodrigo,Leeds United,es ESP,"MF,FW",30-294,15,14,12.8,2.0,0.0,4.0,0.0,31.0,310.0,4348.0,152.0,90.0,48.0,16.0,10.0,11.0,2.0,147.0,4.0,0.0,10.0,427.0,12.0,55.0,216.0,185.0,38.0,405.0,8.0,17.0,298.0,1417.0,592.0,35.0,18.0,447.0,12.0,15.0,8.0,49.0,11.0,22.0
Romain Perraud,Southampton,fr FRA,DF,24-094,8,7,7.1,0.0,0.0,0.0,0.0,4.0,216.0,1779.0,101.0,72.0,28.0,17.0,17.0,15.0,5.0,95.0,8.0,1.0,16.0,277.0,15.0,71.0,122.0,95.0,7.0,220.0,1.0,4.0,124.0,642.0,354.0,16.0,4.0,144.0,11.0,7.0,10.0,43.0,6.0,10.0
Romain Saïss,Wolves,ma MAR,DF,31-274,19,19,18.4,3.0,0.0,3.0,0.0,15.0,934.0,16181.0,249.0,475.0,196.0,3.0,61.0,33.0,10.0,156.0,28.0,12.0,114.0,1167.0,168.0,654.0,503.0,58.0,18.0,1141.0,1.0,2.0,645.0,2688.0,1393.0,38.0,4.0,749.0,21.0,9.0,22.0,154.0,56.0,28.0
Romelu Lukaku,Chelsea,be BEL,FW,28-226,16,11,11.0,5.0,0.0,0.0,0.0,28.0,191.0,1899.0,98.0,57.0,9.0,9.0,10.0,2.0,0.0,82.0,6.0,3.0,10.0,311.0,10.0,18.0,125.0,184.0,84.0,297.0,12.0,21.0,200.0,749.0,442.0,26.0,22.0,487.0,4.0,8.0,1.0,34.0,27.0,22.0
Roméo Lavia,Manchester City,be BEL,MF,17-353,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0
Ross Barkley,Chelsea,eng ENG,MF,28-020,11,4,4.5,0.0,0.0,0.0,0.0,17.0,188.0,2792.0,81.0,65.0,30.0,9.0,3.0,1.0,0.0,28.0,1.0,0.0,0.0,219.0,2.0,18.0,93.0,130.0,8.0,203.0,6.0,9.0,162.0,1192.0,689.0,29.0,10.0,186.0,6.0,8.0,2.0,20.0,6.0,2.0
Ruben Loftus-Cheek,Chelsea,eng ENG,MF,25-336,17,9,10.7,0.0,3.0,2.0,0.0,19.0,553.0,8174.0,261.0,232.0,39.0,3.0,22.0,17.0,2.0,149.0,9.0,3.0,12.0,689.0,15.0,121.0,409.0,213.0,24.0,687.0,35.0,50.0,526.0,2707.0,1730.0,82.0,23.0,562.0,15.0,37.0,12.0,108.0,28.0,10.0
Ryan Bertrand,Leicester City,eng ENG,DF,32-142,11,9,8.3,0.0,0.0,2.0,0.0,0.0,361.0,4683.0,169.0,129.0,41.0,12.0,13.0,10.0,5.0,124.0,19.0,5.0,9.0,417.0,23.0,113.0,212.0,111.0,8.0,332.0,0.0,1.0,225.0,962.0,460.0,25.0,5.0,273.0,13.0,8.0,5.0,30.0,5.0,9.0
Ryan Fraser,Newcastle Utd,sct SCO,MF,27-304,14,7,6.8,0.0,1.0,1.0,0.0,6.0,162.0,2082.0,67.0,57.0,35.0,28.0,9.0,6.0,1.0,40.0,3.0,0.0,2.0,199.0,9.0,54.0,81.0,82.0,9.0,187.0,1.0,3.0,134.0,757.0,452.0,29.0,3.0,181.0,3.0,7.0,3.0,28.0,2.0,7.0
Ryan Fredericks,West Ham,eng ENG,DF,29-076,5,2,1.6,0.0,0.0,0.0,0.0,1.0,72.0,1003.0,31.0,33.0,6.0,1.0,2.0,2.0,1.0,13.0,3.0,1.0,3.0,86.0,6.0,24.0,32.0,34.0,3.0,73.0,0.0,0.0,42.0,255.0,182.0,8.0,1.0,68.0,4.0,0.0,1.0,4.0,2.0,0.0
Ryan Sessegnon,Tottenham,eng ENG,DF,21-221,4,2,2.2,0.0,0.0,2.0,1.0,0.0,72.0,782.0,40.0,20.0,9.0,4.0,4.0,6.0,1.0,46.0,3.0,1.0,4.0,100.0,5.0,29.0,34.0,42.0,7.0,87.0,2.0,6.0,56.0,342.0,190.0,9.0,4.0,57.0,3.0,1.0,3.0,14.0,4.0,3.0
Rúben Dias,Manchester City,pt POR,DF,24-225,23,21,20.7,2.0,1.0,5.0,0.0,11.0,1528.0,30761.0,424.0,802.0,287.0,4.0,44.0,32.0,12.0,124.0,26.0,13.0,49.0,1674.0,149.0,645.0,1093.0,57.0,19.0,1637.0,2.0,4.0,1204.0,6948.0,4432.0,159.0,2.0,1336.0,26.0,5.0,23.0,155.0,31.0,28.0
Rúben Neves,Wolves,pt POR,MF,24-287,18,16,16.3,1.0,1.0,7.0,0.0,20.0,952.0,19026.0,195.0,437.0,298.0,15.0,17.0,39.0,15.0,312.0,18.0,3.0,27.0,1093.0,44.0,272.0,682.0,187.0,6.0,1058.0,8.0,11.0,774.0,2859.0,1323.0,52.0,12.0,798.0,22.0,10.0,24.0,165.0,10.0,15.0
Sadio Mané,Liverpool,sn SEN,FW,29-259,24,22,20.7,9.0,2.0,2.0,0.0,64.0,668.0,7756.0,330.0,222.0,63.0,41.0,15.0,27.0,4.0,261.0,27.0,3.0,8.0,991.0,15.0,82.0,416.0,571.0,175.0,983.0,32.0,61.0,758.0,4245.0,2244.0,137.0,53.0,1196.0,38.0,41.0,15.0,105.0,20.0,36.0
Salah Oulad M'Hand,Arsenal,nl NED,MF,18-127,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomón Rondón,Everton,ve VEN,FW,32-100,12,8,7.9,1.0,0.0,2.0,0.0,16.0,145.0,1303.0,79.0,36.0,8.0,2.0,21.0,5.0,2.0,128.0,5.0,1.0,11.0,214.0,11.0,22.0,100.0,95.0,34.0,206.0,1.0,5.0,94.0,365.0,145.0,7.0,6.0,331.0,11.0,3.0,3.0,26.0,36.0,52.0
Sam Byram,Norwich City,eng ENG,MF,28-100,1,0,0.5,0.0,0.0,1.0,0.0,0.0,21.0,244.0,9.0,8.0,4.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,1.0,25.0,2.0,11.0,11.0,4.0,1.0,24.0,0.0,0.0,12.0,78.0,23.0,2.0,0.0,11.0,2.0,0.0,0.0,7.0,2.0,2.0
Sam Greenwood,Leeds United,eng ENG,MF,19-333,2,0,0.4,0.0,0.0,0.0,0.0,1.0,7.0,109.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,3.0,0.0,8.0,0.0,0.0,7.0,44.0,8.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0
Saman Ghoddos,Brentford,ir IRN,"MF,FW",28-110,12,5,6.3,1.0,4.0,3.0,0.0,11.0,116.0,1603.0,50.0,37.0,25.0,15.0,8.0,7.0,5.0,72.0,5.0,0.0,6.0,156.0,3.0,24.0,78.0,65.0,15.0,146.0,3.0,4.0,84.0,467.0,293.0,16.0,2.0,130.0,8.0,9.0,6.0,31.0,5.0,9.0
Samuel Edozie,Manchester City,eng ENG,FW,18-331,1,1,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Saïd Benrahma,West Ham,dz ALG,"FW,MF",26-137,25,17,17.6,6.0,3.0,0.0,0.0,55.0,614.0,7600.0,305.0,200.0,73.0,39.0,17.0,28.0,12.0,276.0,14.0,1.0,5.0,834.0,11.0,88.0,356.0,455.0,74.0,806.0,30.0,61.0,644.0,3672.0,1961.0,100.0,36.0,806.0,5.0,19.0,19.0,125.0,11.0,17.0
Saúl Ñíguez,Chelsea,es ESP,"MF,FW",27-034,11,6,6.3,0.0,0.0,2.0,0.0,14.0,202.0,3036.0,76.0,95.0,26.0,10.0,10.0,9.0,5.0,62.0,12.0,3.0,7.0,263.0,10.0,56.0,146.0,69.0,11.0,248.0,1.0,4.0,137.0,565.0,203.0,11.0,9.0,191.0,14.0,1.0,12.0,27.0,8.0,8.0
Scott Banks,Crystal Palace,sct SCO,MF,20-090,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Carson,Manchester City,eng ENG,GK,36-113,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott McTominay,Manchester Utd,sct SCO,MF,25-017,18,16,15.1,0.0,0.0,5.0,0.0,13.0,665.0,11356.0,253.0,288.0,103.0,5.0,19.0,34.0,16.0,226.0,31.0,9.0,38.0,845.0,45.0,240.0,491.0,173.0,20.0,826.0,16.0,20.0,541.0,2824.0,1333.0,54.0,18.0,591.0,24.0,20.0,17.0,125.0,32.0,19.0
Sead Kolašinac,Arsenal,ba BIH,DF,28-188,4,3,3.0,0.0,0.0,2.0,0.0,2.0,13.0,167.0,4.0,8.0,1.0,1.0,1.0,1.0,0.0,12.0,2.0,0.0,8.0,27.0,8.0,19.0,8.0,0.0,0.0,25.0,0.0,0.0,10.0,30.0,15.0,0.0,0.0,8.0,5.0,1.0,3.0,2.0,2.0,1.0
Sean Longstaff,Newcastle Utd,eng ENG,MF,24-056,13,9,9.4,1.0,0.0,1.0,0.0,13.0,353.0,5699.0,141.0,121.0,75.0,2.0,14.0,32.0,12.0,226.0,15.0,5.0,15.0,454.0,33.0,141.0,254.0,83.0,5.0,433.0,3.0,4.0,269.0,1192.0,411.0,7.0,11.0,282.0,20.0,13.0,24.0,87.0,8.0,4.0
Sergi Canós,Brentford,es ESP,DF,24-326,18,17,15.8,3.0,2.0,6.0,0.0,25.0,455.0,4786.0,169.0,141.0,109.0,39.0,14.0,37.0,15.0,280.0,25.0,1.0,21.0,620.0,38.0,168.0,275.0,222.0,37.0,577.0,13.0,26.0,391.0,2279.0,1468.0,76.0,15.0,424.0,23.0,16.0,13.0,115.0,6.0,19.0
Sergio Reguilón,Tottenham,es ESP,DF,25-009,18,16,15.0,1.0,3.0,2.0,0.0,7.0,544.0,7061.0,228.0,216.0,75.0,36.0,20.0,22.0,9.0,163.0,21.0,5.0,31.0,701.0,48.0,202.0,312.0,227.0,20.0,609.0,9.0,32.0,418.0,1921.0,1044.0,46.0,9.0,453.0,12.0,12.0,13.0,89.0,17.0,16.0
Shandon Baptiste,Brentford,gd GRN,MF,23-261,11,6,5.3,1.0,0.0,2.0,1.0,5.0,124.0,1718.0,54.0,49.0,16.0,5.0,6.0,5.0,1.0,88.0,11.0,0.0,5.0,173.0,9.0,43.0,92.0,60.0,9.0,173.0,5.0,7.0,121.0,635.0,381.0,23.0,3.0,149.0,3.0,14.0,3.0,39.0,6.0,7.0
Shane Duffy,Brighton,ie IRL,DF,29-358,14,13,13.6,1.0,0.0,5.0,0.0,19.0,769.0,15710.0,148.0,442.0,172.0,0.0,40.0,10.0,3.0,67.0,24.0,13.0,74.0,909.0,165.0,589.0,323.0,42.0,18.0,893.0,2.0,2.0,549.0,2190.0,1077.0,15.0,1.0,668.0,17.0,5.0,6.0,107.0,60.0,18.0
Shane Long,Southampton,ie IRL,"FW,MF",34-337,4,0,1.3,0.0,0.0,0.0,0.0,3.0,9.0,48.0,7.0,1.0,1.0,4.0,1.0,2.0,0.0,9.0,0.0,0.0,1.0,21.0,1.0,1.0,8.0,14.0,2.0,21.0,0.0,1.0,10.0,31.0,2.0,0.0,3.0,17.0,1.0,4.0,2.0,3.0,5.0,2.0
Shola Shoretire,Manchester Utd,eng ENG,MF,17-326,1,0,0.3,0.0,0.0,1.0,0.0,0.0,10.0,142.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,15.0,1.0,3.0,12.0,1.0,0.0,15.0,0.0,0.0,9.0,27.0,12.0,1.0,0.0,13.0,1.0,3.0,0.0,1.0,0.0,0.0
Sil Swinkels,Aston Villa,nl NED,DF,17-353,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solly March,Brighton,eng ENG,"DF,FW",27-158,14,7,8.5,0.0,1.0,1.0,0.0,11.0,349.0,4716.0,153.0,113.0,60.0,19.0,13.0,17.0,4.0,130.0,11.0,1.0,11.0,440.0,23.0,87.0,158.0,217.0,30.0,391.0,13.0,20.0,282.0,1511.0,878.0,46.0,12.0,358.0,19.0,10.0,10.0,63.0,10.0,12.0
Son Heung-min,Tottenham,kr KOR,"FW,MF",29-170,20,15,16.5,8.0,3.0,1.0,0.0,33.0,532.0,6141.0,249.0,147.0,105.0,31.0,15.0,6.0,1.0,156.0,13.0,2.0,2.0,675.0,3.0,49.0,281.0,393.0,62.0,575.0,21.0,39.0,458.0,2597.0,1370.0,73.0,31.0,663.0,7.0,15.0,6.0,77.0,7.0,25.0
Sonny Perkins,West Ham,eng ENG,FW,17-318,2,1,1.1,0.0,0.0,0.0,0.0,2.0,20.0,246.0,9.0,7.0,2.0,1.0,1.0,2.0,1.0,43.0,1.0,0.0,0.0,35.0,0.0,1.0,18.0,18.0,6.0,34.0,3.0,3.0,23.0,86.0,13.0,1.0,2.0,56.0,0.0,3.0,0.0,4.0,2.0,4.0
Steven Alzate,Brighton,co COL,MF,23-108,4,3,3.0,0.0,0.0,0.0,0.0,0.0,51.0,935.0,19.0,17.0,11.0,2.0,6.0,2.0,1.0,13.0,2.0,0.0,2.0,61.0,1.0,14.0,40.0,11.0,1.0,61.0,0.0,0.0,47.0,227.0,109.0,4.0,2.0,41.0,3.0,3.0,3.0,16.0,1.0,4.0
Steven Bergwijn,Tottenham,nl NED,FW,24-078,11,7,5.9,1.0,1.0,1.0,0.0,13.0,83.0,981.0,44.0,25.0,7.0,5.0,4.0,2.0,0.0,40.0,3.0,0.0,6.0,125.0,4.0,21.0,46.0,75.0,13.0,124.0,3.0,7.0,96.0,715.0,474.0,18.0,7.0,132.0,3.0,7.0,2.0,16.0,1.0,3.0
Stuart Armstrong,Southampton,sct SCO,MF,29-270,5,2,2.2,0.0,0.0,0.0,0.0,2.0,63.0,726.0,30.0,23.0,6.0,9.0,4.0,1.0,0.0,25.0,1.0,0.0,1.0,74.0,1.0,11.0,40.0,32.0,7.0,74.0,1.0,4.0,56.0,392.0,210.0,11.0,1.0,69.0,2.0,5.0,0.0,10.0,3.0,3.0
Stuart Dallas,Leeds United,nir NIR,"DF,MF",30-250,20,20,20.2,0.0,1.0,2.0,0.0,18.0,845.0,12164.0,357.0,305.0,146.0,36.0,33.0,42.0,22.0,259.0,26.0,11.0,41.0,1042.0,53.0,331.0,506.0,285.0,16.0,885.0,9.0,17.0,604.0,3828.0,2249.0,86.0,22.0,648.0,18.0,26.0,23.0,147.0,16.0,23.0
Stuart McKinstry,Leeds United,sct SCO,MF,19-098,2,0,0.6,0.0,0.0,0.0,0.0,0.0,3.0,29.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,31.0,28.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0
Séamus Coleman,Everton,ie IRL,DF,33-075,13,13,13.0,0.0,0.0,2.0,0.0,4.0,630.0,8376.0,237.0,262.0,113.0,24.0,35.0,37.0,19.0,161.0,23.0,4.0,30.0,778.0,54.0,253.0,365.0,199.0,26.0,622.0,9.0,19.0,419.0,2139.0,1067.0,48.0,16.0,408.0,7.0,10.0,20.0,122.0,18.0,13.0
Takehiro Tomiyasu,Arsenal,jp JPN,DF,23-050,15,15,14.4,0.0,1.0,1.0,0.0,9.0,868.0,12347.0,367.0,360.0,115.0,21.0,65.0,25.0,13.0,157.0,33.0,2.0,38.0,1041.0,51.0,323.0,522.0,253.0,15.0,905.0,6.0,11.0,554.0,2528.0,1427.0,56.0,14.0,630.0,14.0,10.0,11.0,164.0,48.0,43.0
