Name,Team,Nationalaty,Position,age,Matches Played_x,Matches Starts_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Matches Starts_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y
Angus Gunn,14,20,6,25,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Elanga,12,50,3,19,3,1,1.4,0.0,0.0,0.0,0.0,1.0,28.0,258.0,19.0,7.0,1.0,0.0,0.0,4.0,1.0,34.0,1.0,0.0,0.0,47.0,0.0,9.0,23.0,16.0,3.0,47.0,0.0,1.0,25.0,150.0,84.0,5.0,1.0,52.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.7,1.0,0.0,0.0,0.0,3.0,53.0,672.0,28.0,13.0,6.0,1.0,0.0,4.0,3.0,49.0,2.0,1.0,1.0,86.0,2.0,15.0,37.0,42.0,6.0,85.0,4.0,7.0,60.0,211.0,102.0,6.0,4.0,89.0,2.0,4.0,1.0,7.0,2.0,4.0
Anthony Gordon,7,20,9,20,15,8,8.8,0.0,1.0,1.0,0.0,13.0,234.0,2562.0,112.0,66.0,29.0,16.0,7.0,21.0,7.0,147.0,21.0,2.0,2.0,346.0,8.0,65.0,141.0,171.0,26.0,339.0,10.0,18.0,238.0,1635.0,919.0,39.0,11.0,314.0,13.0,20.0,14.0,48.0,7.0,21.0,7.0,3.0,3.3,0.0,3.0,0.0,0.0,12.0,26.0,365.0,13.0,8.0,4.0,2.0,0.0,3.0,0.0,18.0,2.0,0.0,1.0,45.0,2.0,14.0,15.0,18.0,3.0,44.0,3.0,7.0,37.0,212.0,116.0,4.0,4.0,39.0,2.0,9.0,4.0,9.0,1.0,2.0
Anthony Martial,12,23,3,26,10,4,4.0,1.0,0.0,0.0,0.0,7.0,107.0,1196.0,60.0,39.0,4.0,4.0,0.0,1.0,0.0,33.0,2.0,0.0,2.0,139.0,2.0,11.0,66.0,69.0,17.0,138.0,7.0,12.0,113.0,586.0,370.0,21.0,3.0,174.0,2.0,7.0,1.0,8.0,6.0,6.0,36.0,27.0,26.8,7.0,5.0,1.0,1.0,64.0,687.0,8098.0,393.0,205.0,29.0,18.0,13.0,4.0,0.0,237.0,27.0,5.0,15.0,991.0,22.0,79.0,415.0,567.0,163.0,981.0,48.0,73.0,787.0,4119.0,2255.0,127.0,60.0,1250.0,28.0,72.0,4.0,77.0,27.0,32.0
Antonio Rüdiger,5,15,0,28,23,23,23.3,2.0,0.0,5.0,0.0,33.0,1622.0,29683.0,495.0,791.0,314.0,9.0,47.0,32.0,16.0,174.0,29.0,6.0,64.0,1826.0,124.0,644.0,1065.0,253.0,33.0,1780.0,6.0,9.0,1316.0,6082.0,3594.0,119.0,13.0,1461.0,27.0,13.0,17.0,178.0,51.0,21.0,34.0,32.0,32.8,1.0,1.0,1.0,0.0,24.0,2096.0,39802.0,570.0,1087.0,407.0,1.0,33.0,38.0,13.0,246.0,35.0,19.0,135.0,2357.0,293.0,1134.0,1253.0,139.0,22.0,2313.0,5.0,11.0,1696.0,8456.0,4738.0,105.0,3.0,1847.0,32.0,19.0,26.0,238.0,79.0,31.0
Anwar El Ghazi,1,42,5,26,10,6,5.8,3.0,3.0,2.0,0.0,11.0,108.0,1165.0,54.0,39.0,7.0,11.0,7.0,3.0,2.0,44.0,4.0,0.0,1.0,174.0,2.0,15.0,61.0,112.0,17.0,171.0,3.0,12.0,116.0,598.0,401.0,26.0,10.0,192.0,12.0,8.0,3.0,27.0,10.0,8.0,31.0,20.0,20.8,11.0,0.0,2.0,0.0,75.0,613.0,6996.0,293.0,184.0,81.0,88.0,30.0,16.0,4.0,218.0,11.0,0.0,12.0,858.0,23.0,77.0,314.0,521.0,84.0,809.0,28.0,49.0,563.0,2925.0,1813.0,107.0,41.0,916.0,23.0,34.0,13.0,81.0,30.0,50.0
Armando Broja,15,0,3,20,15,8,9.0,6.0,0.0,0.0,0.0,22.0,126.0,888.0,75.0,36.0,3.0,7.0,27.0,8.0,1.0,140.0,8.0,1.0,4.0,224.0,4.0,17.0,104.0,119.0,37.0,222.0,8.0,18.0,127.0,887.0,624.0,22.0,20.0,359.0,18.0,12.0,8.0,31.0,33.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Masuaku,18,8,1,28,12,8,7.5,1.0,0.0,0.0,0.0,4.0,281.0,3560.0,133.0,115.0,25.0,30.0,14.0,18.0,5.0,76.0,10.0,1.0,7.0,354.0,16.0,94.0,166.0,113.0,8.0,321.0,13.0,18.0,227.0,951.0,525.0,27.0,9.0,227.0,8.0,3.0,14.0,47.0,10.0,6.0,13.0,13.0,12.2,0.0,2.0,3.0,0.0,8.0,552.0,7513.0,272.0,190.0,66.0,36.0,15.0,20.0,11.0,136.0,35.0,0.0,16.0,680.0,38.0,187.0,328.0,227.0,12.0,636.0,30.0,47.0,477.0,2836.0,1894.0,77.0,17.0,497.0,15.0,10.0,14.0,101.0,10.0,17.0
Ashley Barnes,4,20,3,32,10,4,4.8,0.0,0.0,2.0,0.0,10.0,89.0,892.0,50.0,23.0,10.0,1.0,6.0,6.0,1.0,63.0,3.0,1.0,1.0,136.0,2.0,13.0,71.0,61.0,22.0,133.0,1.0,3.0,84.0,274.0,115.0,7.0,7.0,193.0,15.0,10.0,5.0,28.0,19.0,29.0,25.0,17.0,16.6,3.0,0.0,4.0,0.0,44.0,307.0,2579.0,173.0,74.0,29.0,6.0,29.0,16.0,4.0,202.0,15.0,3.0,9.0,510.0,10.0,51.0,229.0,253.0,69.0,507.0,2.0,6.0,300.0,933.0,424.0,26.0,25.0,747.0,57.0,62.0,7.0,75.0,55.0,98.0
Ashley Fletcher,17,20,3,26,5,2,2.3,2.0,0.0,0.0,0.0,11.0,12.0,88.0,8.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,1.0,0.0,18.0,1.0,5.0,6.0,8.0,1.0,18.0,0.0,1.0,7.0,29.0,15.0,1.0,0.0,29.0,6.0,3.0,3.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Westwood,4,20,7,31,14,14,13.6,0.0,4.0,5.0,0.0,7.0,646.0,9475.0,202.0,240.0,182.0,22.0,16.0,19.0,7.0,215.0,8.0,3.0,10.0,737.0,24.0,120.0,433.0,211.0,12.0,658.0,6.0,9.0,412.0,1575.0,740.0,22.0,8.0,486.0,16.0,15.0,16.0,130.0,3.0,7.0,42.0,40.0,40.2,3.0,3.0,8.0,0.0,19.0,2125.0,33232.0,622.0,780.0,642.0,81.0,75.0,25.0,5.0,492.0,50.0,10.0,49.0,2379.0,66.0,414.0,1448.0,626.0,26.0,2153.0,12.0,18.0,1361.0,5347.0,2449.0,97.0,19.0,1652.0,54.0,58.0,15.0,420.0,14.0,31.0
Ashley Young,1,20,4,36,13,8,9.1,0.0,2.0,1.0,0.0,8.0,297.0,4192.0,129.0,106.0,52.0,14.0,11.0,13.0,4.0,69.0,5.0,3.0,13.0,368.0,19.0,93.0,177.0,122.0,13.0,327.0,5.0,8.0,219.0,1052.0,681.0,28.0,5.0,284.0,14.0,20.0,6.0,43.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir Begović,7,4,6,34,3,3,3.0,0.0,0.0,0.0,0.0,0.0,23.0,453.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,24.0,25.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,24.0,16.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Tuanzebe,1,20,0,24,11,8,7.6,0.0,0.0,1.0,0.0,2.0,227.0,4287.0,55.0,115.0,53.0,1.0,15.0,8.0,2.0,47.0,5.0,4.0,13.0,263.0,41.0,161.0,112.0,7.0,3.0,257.0,0.0,0.0,155.0,908.0,419.0,4.0,0.0,179.0,7.0,4.0,6.0,43.0,12.0,11.0,19.0,9.0,10.3,0.0,0.0,7.0,0.0,1.0,423.0,7713.0,145.0,203.0,66.0,0.0,19.0,18.0,9.0,108.0,22.0,10.0,38.0,523.0,87.0,286.0,246.0,25.0,1.0,508.0,0.0,2.0,308.0,1707.0,805.0,25.0,2.0,335.0,17.0,7.0,15.0,80.0,13.0,10.0
Aymeric Laporte,11,21,0,27,17,17,15.7,1.0,0.0,6.0,1.0,21.0,1351.0,27628.0,360.0,721.0,258.0,2.0,49.0,17.0,8.0,81.0,14.0,3.0,43.0,1459.0,126.0,579.0,939.0,77.0,26.0,1431.0,1.0,3.0,1069.0,6795.0,4762.0,165.0,1.0,1200.0,8.0,7.0,10.0,130.0,31.0,19.0,27.0,24.0,25.0,2.0,0.0,5.0,0.0,15.0,1577.0,30494.0,462.0,816.0,285.0,0.0,39.0,15.0,4.0,94.0,19.0,9.0,62.0,1695.0,126.0,637.0,1126.0,78.0,11.0,1663.0,4.0,4.0,1273.0,7404.0,4851.0,177.0,2.0,1394.0,20.0,13.0,8.0,166.0,49.0,19.0
Ayoze Pérez,9,21,5,28,11,6,4.9,1.0,3.0,0.0,1.0,11.0,175.0,2109.0,94.0,58.0,13.0,6.0,7.0,7.0,0.0,89.0,9.0,0.0,2.0,246.0,3.0,36.0,122.0,107.0,23.0,241.0,4.0,12.0,162.0,680.0,332.0,24.0,7.0,227.0,4.0,5.0,5.0,28.0,6.0,11.0,36.0,21.0,20.9,3.0,2.0,3.0,0.0,44.0,524.0,5662.0,293.0,148.0,45.0,21.0,12.0,34.0,9.0,365.0,33.0,1.0,6.0,777.0,9.0,90.0,379.0,364.0,66.0,755.0,30.0,60.0,551.0,2734.0,1656.0,97.0,32.0,758.0,46.0,43.0,22.0,100.0,11.0,42.0
Bali Mumba,14,20,0,20,3,2,2.3,0.0,0.0,0.0,0.0,0.0,10.0,99.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,12.0,2.0,0.0,5.0,19.0,8.0,12.0,4.0,3.0,0.0,19.0,0.0,1.0,9.0,53.0,19.0,1.0,0.0,9.0,0.0,1.0,1.0,2.0,0.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,0.0,0.0,0.0
Ben Chilwell,5,20,2,25,12,9,9.7,3.0,1.0,0.0,0.0,21.0,455.0,5604.0,201.0,170.0,61.0,20.0,11.0,17.0,3.0,120.0,11.0,0.0,16.0,561.0,11.0,107.0,187.0,288.0,36.0,458.0,2.0,5.0,316.0,1423.0,680.0,32.0,7.0,391.0,15.0,20.0,11.0,52.0,10.0,14.0,42.0,39.0,37.2,4.0,7.0,4.0,0.0,36.0,2324.0,30494.0,997.0,884.0,341.0,124.0,77.0,65.0,22.0,443.0,91.0,4.0,90.0,2750.0,90.0,755.0,1195.0,984.0,101.0,2384.0,24.0,47.0,1698.0,8652.0,5076.0,209.0,41.0,2003.0,44.0,60.0,48.0,261.0,55.0,46.0
Ben Davies,16,58,0,28,14,12,13.1,0.0,1.0,2.0,0.0,5.0,296.0,4366.0,92.0,148.0,42.0,8.0,22.0,12.0,2.0,69.0,5.0,3.0,14.0,347.0,28.0,130.0,180.0,61.0,11.0,329.0,0.0,1.0,216.0,1119.0,593.0,35.0,1.0,250.0,13.0,7.0,11.0,45.0,7.0,8.0,35.0,28.0,29.3,1.0,2.0,2.0,0.0,9.0,1421.0,20323.0,554.0,584.0,237.0,48.0,65.0,37.0,13.0,297.0,38.0,7.0,106.0,1654.0,116.0,551.0,844.0,369.0,27.0,1404.0,11.0,19.0,908.0,4388.0,2655.0,103.0,8.0,1027.0,35.0,24.0,25.0,225.0,63.0,38.0
Ben Foster,17,20,6,38,9,9,9.0,0.0,1.0,0.0,0.0,0.0,275.0,6894.0,13.0,46.0,216.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,297.0,236.0,294.0,4.0,0.0,0.0,200.0,0.0,0.0,121.0,756.0,489.0,0.0,0.0,112.0,0.0,1.0,0.0,40.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Ben Gibson,14,20,0,28,14,14,13.7,0.0,0.0,3.0,1.0,6.0,730.0,14845.0,153.0,364.0,201.0,0.0,39.0,10.0,3.0,68.0,29.0,15.0,81.0,882.0,161.0,529.0,373.0,37.0,14.0,854.0,1.0,3.0,541.0,2923.0,1928.0,50.0,3.0,613.0,7.0,5.0,8.0,91.0,37.0,13.0,29.0,28.0,28.2,0.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,11.0,0.0,0.0,0.0
Ben Godfrey,7,20,0,23,15,15,14.5,0.0,0.0,3.0,0.0,12.0,436.0,6132.0,142.0,204.0,75.0,9.0,31.0,34.0,9.0,177.0,36.0,14.0,50.0,605.0,83.0,286.0,249.0,104.0,16.0,547.0,2.0,4.0,293.0,1686.0,823.0,27.0,6.0,315.0,12.0,7.0,15.0,95.0,25.0,25.0,39.0,37.0,38.3,0.0,2.0,5.0,0.0,21.0,1302.0,21710.0,428.0,621.0,206.0,10.0,59.0,56.0,25.0,370.0,85.0,39.0,135.0,1668.0,230.0,899.0,757.0,146.0,21.0,1552.0,8.0,14.0,928.0,6135.0,3461.0,80.0,15.0,1024.0,25.0,22.0,39.0,238.0,71.0,36.0
Ben Johnson,18,20,0,21,14,13,12.8,1.0,0.0,0.0,0.0,3.0,522.0,7316.0,183.0,207.0,106.0,26.0,19.0,21.0,9.0,104.0,28.0,5.0,25.0,626.0,52.0,222.0,297.0,145.0,6.0,525.0,6.0,13.0,348.0,1859.0,809.0,29.0,6.0,368.0,6.0,0.0,15.0,77.0,10.0,8.0,20.0,10.0,11.4,1.0,0.0,2.0,0.0,5.0,219.0,2655.0,94.0,66.0,40.0,35.0,7.0,9.0,5.0,81.0,10.0,2.0,14.0,277.0,20.0,78.0,127.0,96.0,4.0,253.0,6.0,9.0,164.0,992.0,620.0,29.0,8.0,183.0,12.0,9.0,12.0,44.0,5.0,6.0
Ben Mee,4,20,0,32,13,13,13.0,2.0,0.0,3.0,0.0,10.0,389.0,6838.0,91.0,157.0,129.0,1.0,40.0,17.0,7.0,63.0,23.0,13.0,73.0,521.0,78.0,270.0,243.0,24.0,16.0,505.0,1.0,1.0,241.0,1159.0,468.0,9.0,3.0,248.0,9.0,8.0,8.0,125.0,57.0,21.0,31.0,31.0,31.3,2.0,0.0,3.0,0.0,23.0,1044.0,18309.0,270.0,401.0,349.0,1.0,103.0,38.0,8.0,162.0,61.0,43.0,241.0,1441.0,250.0,742.0,685.0,65.0,44.0,1408.0,3.0,5.0,629.0,2592.0,1056.0,16.0,3.0,703.0,24.0,21.0,26.0,338.0,128.0,57.0
Ben White,0,20,0,24,18,18,17.4,0.0,0.0,1.0,0.0,3.0,802.0,15112.0,198.0,426.0,161.0,1.0,36.0,20.0,7.0,103.0,28.0,13.0,53.0,955.0,139.0,506.0,491.0,34.0,5.0,935.0,3.0,10.0,638.0,3763.0,2120.0,35.0,6.0,646.0,14.0,17.0,14.0,140.0,33.0,18.0,39.0,39.0,38.4,0.0,0.0,5.0,1.0,13.0,1766.0,30785.0,540.0,816.0,375.0,25.0,72.0,56.0,24.0,409.0,69.0,25.0,78.0,2064.0,201.0,939.0,999.0,270.0,28.0,1990.0,24.0,41.0,1376.0,7068.0,3793.0,108.0,15.0,1465.0,41.0,14.0,36.0,302.0,52.0,46.0
Benjamin Mendy,11,23,0,27,2,2,1.9,0.0,0.0,0.0,0.0,0.0,87.0,1355.0,30.0,38.0,14.0,8.0,3.0,3.0,2.0,12.0,0.0,0.0,3.0,94.0,0.0,16.0,57.0,28.0,1.0,82.0,1.0,2.0,69.0,302.0,204.0,8.0,1.0,72.0,3.0,0.0,1.0,7.0,2.0,2.0,20.0,17.0,16.9,2.0,2.0,2.0,0.0,8.0,734.0,10962.0,272.0,343.0,97.0,54.0,30.0,17.0,7.0,130.0,25.0,5.0,12.0,831.0,22.0,146.0,408.0,317.0,17.0,733.0,15.0,21.0,511.0,1941.0,1221.0,62.0,8.0,610.0,20.0,6.0,13.0,87.0,12.0,14.0
Bernardo Silva,11,46,7,27,23,22,20.2,7.0,2.0,4.0,0.0,26.0,1165.0,16095.0,622.0,392.0,95.0,48.0,18.0,35.0,16.0,364.0,28.0,1.0,15.0,1374.0,30.0,179.0,661.0,644.0,120.0,1334.0,34.0,59.0,1035.0,5945.0,3296.0,198.0,22.0,1234.0,22.0,23.0,20.0,139.0,11.0,16.0,45.0,39.0,36.8,5.0,9.0,8.0,0.0,46.0,1963.0,29174.0,939.0,738.0,190.0,41.0,38.0,47.0,17.0,607.0,33.0,3.0,13.0,2257.0,22.0,264.0,1155.0,1062.0,154.0,2167.0,55.0,87.0,1718.0,11417.0,6482.0,349.0,43.0,2115.0,42.0,48.0,29.0,185.0,15.0,35.0
Bernd Leno,0,15,6,29,6,6,6.0,0.0,0.0,0.0,0.0,0.0,87.0,1543.0,19.0,20.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,86.0,99.0,0.0,0.0,0.0,70.0,0.0,0.0,50.0,274.0,111.0,0.0,0.0,41.0,0.0,0.0,0.0,12.0,0.0,0.0,49.0,49.0,49.1,0.0,0.0,1.0,1.0,0.0,1462.0,27949.0,339.0,575.0,539.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1547.0,1303.0,1523.0,25.0,1.0,1.0,1198.0,0.0,0.0,846.0,3073.0,1645.0,0.0,0.0,806.0,1.0,7.0,0.0,191.0,0.0,0.0
Bertrand Traoré,1,6,8,26,5,1,1.3,0.0,0.0,0.0,0.0,6.0,25.0,322.0,10.0,11.0,3.0,3.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,42.0,0.0,2.0,17.0,25.0,7.0,41.0,7.0,11.0,39.0,189.0,93.0,7.0,1.0,46.0,0.0,6.0,0.0,8.0,2.0,4.0,38.0,31.0,27.4,8.0,6.0,1.0,0.0,69.0,796.0,10852.0,304.0,274.0,179.0,56.0,30.0,26.0,9.0,389.0,26.0,1.0,16.0,1124.0,26.0,147.0,463.0,584.0,106.0,1046.0,51.0,97.0,762.0,3871.0,1833.0,97.0,35.0,1047.0,36.0,50.0,11.0,152.0,31.0,37.0
Billy Gilmour,14,49,7,20,12,11,10.9,0.0,1.0,2.0,0.0,8.0,625.0,11088.0,196.0,232.0,176.0,11.0,20.0,22.0,7.0,197.0,9.0,2.0,20.0,709.0,26.0,181.0,407.0,168.0,5.0,645.0,5.0,12.0,423.0,2400.0,1073.0,44.0,6.0,522.0,20.0,10.0,15.0,82.0,7.0,8.0,11.0,8.0,7.8,0.0,0.0,0.0,0.0,4.0,306.0,5265.0,113.0,141.0,47.0,5.0,3.0,4.0,1.0,86.0,5.0,2.0,1.0,340.0,3.0,58.0,217.0,82.0,1.0,334.0,3.0,7.0,264.0,1027.0,433.0,16.0,3.0,289.0,8.0,8.0,3.0,36.0,3.0,2.0
Boubakary Soumaré,9,23,7,22,22,15,15.6,0.0,1.0,2.0,0.0,6.0,686.0,10142.0,289.0,294.0,81.0,5.0,28.0,26.0,6.0,270.0,17.0,4.0,17.0,828.0,35.0,174.0,520.0,184.0,8.0,820.0,16.0,22.0,577.0,2828.0,1111.0,53.0,18.0,661.0,25.0,27.0,17.0,112.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Williams,14,20,0,21,12,11,11.1,0.0,0.0,4.0,0.0,1.0,526.0,8073.0,206.0,254.0,54.0,9.0,12.0,26.0,11.0,133.0,23.0,3.0,17.0,670.0,49.0,208.0,305.0,209.0,21.0,595.0,6.0,19.0,423.0,2154.0,1196.0,49.0,13.0,437.0,13.0,21.0,14.0,73.0,12.0,7.0,14.0,5.0,7.4,0.0,0.0,4.0,0.0,2.0,220.0,3351.0,111.0,80.0,23.0,5.0,7.0,2.0,0.0,29.0,8.0,1.0,8.0,263.0,19.0,118.0,124.0,41.0,2.0,235.0,4.0,9.0,180.0,949.0,495.0,14.0,7.0,178.0,15.0,9.0,9.0,27.0,2.0,2.0
Bruno Fernandes,12,46,7,27,22,20,19.6,5.0,9.0,4.0,0.0,47.0,1087.0,15654.0,429.0,372.0,237.0,50.0,25.0,38.0,16.0,353.0,18.0,0.0,25.0,1312.0,40.0,202.0,590.0,608.0,65.0,1219.0,13.0,23.0,825.0,3972.0,2315.0,109.0,32.0,1172.0,28.0,38.0,27.0,131.0,13.0,17.0,58.0,51.0,50.8,28.0,18.0,7.0,0.0,165.0,3097.0,43717.0,1270.0,994.0,645.0,153.0,79.0,76.0,21.0,1029.0,55.0,3.0,40.0,3692.0,59.0,452.0,1612.0,1831.0,185.0,3395.0,35.0,75.0,2257.0,10188.0,5723.0,302.0,64.0,3335.0,67.0,98.0,54.0,341.0,23.0,60.0
Bryan,16,21,5,20,11,6,5.5,0.0,0.0,1.0,0.0,1.0,33.0,425.0,22.0,5.0,4.0,3.0,0.0,3.0,2.0,27.0,2.0,0.0,0.0,48.0,2.0,9.0,11.0,30.0,2.0,47.0,2.0,3.0,37.0,252.0,154.0,7.0,1.0,36.0,1.0,7.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Mbeumo,2,23,3,22,17,16,15.4,4.0,1.0,2.0,0.0,38.0,347.0,3704.0,171.0,96.0,47.0,22.0,20.0,14.0,3.0,220.0,16.0,3.0,9.0,530.0,8.0,49.0,205.0,311.0,60.0,510.0,16.0,34.0,317.0,1564.0,864.0,45.0,27.0,696.0,13.0,18.0,10.0,79.0,16.0,52.0,46.0,39.0,36.0,8.0,11.0,4.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,60.0,22.0,0.0,0.0,0.0
Bukayo Saka,0,20,9,20,20,17,15.8,4.0,4.0,2.0,0.0,43.0,548.0,6358.0,268.0,178.0,56.0,41.0,6.0,12.0,2.0,177.0,16.0,0.0,6.0,744.0,10.0,90.0,303.0,416.0,86.0,713.0,27.0,48.0,574.0,3409.0,2258.0,120.0,31.0,754.0,8.0,41.0,6.0,95.0,13.0,26.0,46.0,41.0,39.9,7.0,7.0,2.0,0.0,73.0,1453.0,17270.0,705.0,479.0,188.0,122.0,34.0,44.0,6.0,491.0,46.0,3.0,36.0,1941.0,61.0,289.0,744.0,1042.0,193.0,1811.0,57.0,105.0,1427.0,7459.0,4559.0,259.0,75.0,1794.0,39.0,97.0,30.0,208.0,18.0,49.0
Callum Hudson-Odoi,5,20,7,21,17,13,13.1,2.0,2.0,1.0,0.0,21.0,410.0,5587.0,203.0,145.0,44.0,35.0,5.0,14.0,2.0,148.0,15.0,0.0,4.0,521.0,6.0,41.0,179.0,341.0,55.0,502.0,22.0,34.0,417.0,2682.0,1710.0,100.0,20.0,503.0,13.0,22.0,8.0,59.0,4.0,12.0,37.0,19.0,20.6,5.0,5.0,0.0,0.0,41.0,814.0,11022.0,425.0,256.0,105.0,73.0,7.0,30.0,9.0,195.0,25.0,1.0,11.0,980.0,12.0,110.0,349.0,590.0,87.0,941.0,22.0,39.0,728.0,4690.0,3020.0,190.0,19.0,935.0,21.0,15.0,20.0,92.0,9.0,13.0
