Name,Team,Nationalaty,Position,Matches Played,Matches Starts,Minutes / Div By 90,Goals,Asissts,Yellows,Reds,Total Shots,Passes Attemted,Passes Total Distance,Short Passes,Medium Passes,Long Passes,Cross Passes,Head Pases,Tackeled,Tackeled Dribbels,Pressure Applying,Blocks,Shots Blocks,Clearence,Touches,Touches Defencive Penalty Area,Touches Defencive 3RD,Touches Mid 3RD,Touches Attacking 3RD,Touches Attacking Penalty Area,Touches Live Game,Dribbels Succes,Dribbels Attempted,Carries,Carries To Distance,Carries Proggresive,Carries Proggresive Foword,Carries Tackeled,Reciving Passes,Fouls Commited,Fouls Drawn,Tackele Won,looseBallRecovered,Aerial Duals Won,Aerial Duals Lost
Ben Chilwell,Chelsea,eng ENG,DF,42,39,37.2,4.0,7.0,4.0,0.0,36.0,2324.0,30494.0,997.0,884.0,341.0,124.0,77.0,65.0,22.0,443.0,91.0,4.0,90.0,2750.0,90.0,755.0,1195.0,984.0,101.0,2384.0,24.0,47.0,1698.0,8652.0,5076.0,209.0,41.0,2003.0,44.0,60.0,48.0,261.0,55.0,46.0
Ben Cottrell,Arsenal,eng ENG,FW,1,0,0.2,0.0,0.0,0.0,0.0,0.0,8.0,95.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,4.0,4.0,0.0,9.0,0.0,0.0,8.0,41.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
Ben Davies,Tottenham,wls WAL,DF,35,28,29.3,1.0,2.0,2.0,0.0,9.0,1421.0,20323.0,554.0,584.0,237.0,48.0,65.0,37.0,13.0,297.0,38.0,7.0,106.0,1654.0,116.0,551.0,844.0,369.0,27.0,1404.0,11.0,19.0,908.0,4388.0,2655.0,103.0,8.0,1027.0,35.0,24.0,25.0,225.0,63.0,38.0
Ben Foster,Watford,eng ENG,GK,23,23,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Ben Gibson,Norwich City,eng ENG,DF,29,28,28.2,0.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,11.0,0.0,0.0,0.0
Ben Godfrey,Norwich City,eng ENG,DF,39,37,38.3,0.0,2.0,5.0,0.0,21.0,1302.0,21710.0,428.0,621.0,206.0,10.0,59.0,56.0,25.0,370.0,85.0,39.0,135.0,1668.0,230.0,899.0,757.0,146.0,21.0,1552.0,8.0,14.0,928.0,6135.0,3461.0,80.0,15.0,1024.0,25.0,22.0,39.0,238.0,71.0,36.0
Ben Johnson,West Ham,eng ENG,DF,20,10,11.4,1.0,0.0,2.0,0.0,5.0,219.0,2655.0,94.0,66.0,40.0,35.0,7.0,9.0,5.0,81.0,10.0,2.0,14.0,277.0,20.0,78.0,127.0,96.0,4.0,253.0,6.0,9.0,164.0,992.0,620.0,29.0,8.0,183.0,12.0,9.0,12.0,44.0,5.0,6.0
Ben Mee,Burnley,eng ENG,DF,31,31,31.3,2.0,0.0,3.0,0.0,23.0,1044.0,18309.0,270.0,401.0,349.0,1.0,103.0,38.0,8.0,162.0,61.0,43.0,241.0,1441.0,250.0,742.0,685.0,65.0,44.0,1408.0,3.0,5.0,629.0,2592.0,1056.0,16.0,3.0,703.0,24.0,21.0,26.0,338.0,128.0,57.0
Ben White,Brighton,eng ENG,"DF,MF",39,39,38.4,0.0,0.0,5.0,1.0,13.0,1766.0,30785.0,540.0,816.0,375.0,25.0,72.0,56.0,24.0,409.0,69.0,25.0,78.0,2064.0,201.0,939.0,999.0,270.0,28.0,1990.0,24.0,41.0,1376.0,7068.0,3793.0,108.0,15.0,1465.0,41.0,14.0,36.0,302.0,52.0,46.0
Ben Wilmot,Watford,eng ENG,DF,27,15,15.9,1.0,1.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,9.0,0.0,0.0,0.0
Ben Woodburn,Liverpool,wls WAL,"FW,MF",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Chrisene,Aston Villa,eng ENG,MF,1,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Benjamin Mendy,Manchester City,fr FRA,DF,20,17,16.9,2.0,2.0,2.0,0.0,8.0,734.0,10962.0,272.0,343.0,97.0,54.0,30.0,17.0,7.0,130.0,25.0,5.0,12.0,831.0,22.0,146.0,408.0,317.0,17.0,733.0,15.0,21.0,511.0,1941.0,1221.0,62.0,8.0,610.0,20.0,6.0,13.0,87.0,12.0,14.0
Benjamin Nelson,Leicester City,sct SCO,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernard,Everton,br BRA,"MF,FW",18,5,8.9,3.0,1.0,2.0,0.0,17.0,272.0,3591.0,122.0,102.0,29.0,13.0,8.0,5.0,3.0,79.0,9.0,0.0,3.0,338.0,6.0,36.0,170.0,154.0,16.0,333.0,10.0,17.0,254.0,1338.0,680.0,35.0,12.0,291.0,10.0,9.0,9.0,59.0,0.0,0.0
Bernardo,Brighton,br BRA,"DF,MF",7,5,5.6,1.0,2.0,0.0,0.0,7.0,87.0,1042.0,38.0,34.0,6.0,14.0,5.0,8.0,4.0,34.0,6.0,0.0,3.0,116.0,3.0,28.0,40.0,54.0,5.0,109.0,0.0,2.0,68.0,270.0,118.0,4.0,5.0,99.0,8.0,3.0,12.0,12.0,5.0,6.0
Bernardo Silva,Manchester City,pt POR,"MF,FW",45,39,36.8,5.0,9.0,8.0,0.0,46.0,1963.0,29174.0,939.0,738.0,190.0,41.0,38.0,47.0,17.0,607.0,33.0,3.0,13.0,2257.0,22.0,264.0,1155.0,1062.0,154.0,2167.0,55.0,87.0,1718.0,11417.0,6482.0,349.0,43.0,2115.0,42.0,48.0,29.0,185.0,15.0,35.0
Bernd Leno,Arsenal,de GER,GK,49,49,49.1,0.0,0.0,1.0,1.0,0.0,1462.0,27949.0,339.0,575.0,539.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1547.0,1303.0,1523.0,25.0,1.0,1.0,1198.0,0.0,0.0,846.0,3073.0,1645.0,0.0,0.0,806.0,1.0,7.0,0.0,191.0,0.0,0.0
Bertrand Traoré,Aston Villa,bf BFA,FW,38,31,27.4,8.0,6.0,1.0,0.0,69.0,796.0,10852.0,304.0,274.0,179.0,56.0,30.0,26.0,9.0,389.0,26.0,1.0,16.0,1124.0,26.0,147.0,463.0,584.0,106.0,1046.0,51.0,97.0,762.0,3871.0,1833.0,97.0,35.0,1047.0,36.0,50.0,11.0,152.0,31.0,37.0
Billy Gilmour,Chelsea,sct SCO,MF,11,8,7.8,0.0,0.0,0.0,0.0,4.0,306.0,5265.0,113.0,141.0,47.0,5.0,3.0,4.0,1.0,86.0,5.0,2.0,1.0,340.0,3.0,58.0,217.0,82.0,1.0,334.0,3.0,7.0,264.0,1027.0,433.0,16.0,3.0,289.0,8.0,8.0,3.0,36.0,3.0,2.0
Billy Koumetio,Liverpool,fr FRA,DF,1,0,0.5,0.0,0.0,0.0,0.0,0.0,18.0,320.0,3.0,9.0,6.0,0.0,2.0,1.0,1.0,5.0,2.0,0.0,8.0,29.0,10.0,21.0,8.0,0.0,0.0,28.0,0.0,0.0,10.0,66.0,28.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,4.0,2.0
Björn Engels,Aston Villa,be BEL,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Thomas,Burnley,eng ENG,DF,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Brad Young,Aston Villa,eng ENG,FW,1,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Brandon Austin,Tottenham,eng ENG,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Pierrick,Crystal Palace,eng ENG,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Williams,Manchester Utd,eng ENG,DF,14,5,7.4,0.0,0.0,4.0,0.0,2.0,220.0,3351.0,111.0,80.0,23.0,5.0,7.0,2.0,0.0,29.0,8.0,1.0,8.0,263.0,19.0,118.0,124.0,41.0,2.0,235.0,4.0,9.0,180.0,949.0,495.0,14.0,7.0,178.0,15.0,9.0,9.0,27.0,2.0,2.0
Bruno Fernandes,Manchester Utd,pt POR,MF,58,51,50.8,28.0,18.0,7.0,0.0,165.0,3097.0,43717.0,1270.0,994.0,645.0,153.0,79.0,76.0,21.0,1029.0,55.0,3.0,40.0,3692.0,59.0,452.0,1612.0,1831.0,185.0,3395.0,35.0,75.0,2257.0,10188.0,5723.0,302.0,64.0,3335.0,67.0,98.0,54.0,341.0,23.0,60.0
Bryan Mbeumo,Brentford,fr FRA,"FW,MF",46,39,36.0,8.0,11.0,4.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,60.0,22.0,0.0,0.0,0.0
Bukayo Saka,Arsenal,eng ENG,FW,46,41,39.9,7.0,7.0,2.0,0.0,73.0,1453.0,17270.0,705.0,479.0,188.0,122.0,34.0,44.0,6.0,491.0,46.0,3.0,36.0,1941.0,61.0,289.0,744.0,1042.0,193.0,1811.0,57.0,105.0,1427.0,7459.0,4559.0,259.0,75.0,1794.0,39.0,97.0,30.0,208.0,18.0,49.0
Caleb Watts,Southampton,au AUS,"MF,FW",4,1,1.4,0.0,0.0,1.0,0.0,2.0,13.0,161.0,7.0,5.0,1.0,1.0,0.0,2.0,2.0,20.0,3.0,0.0,0.0,20.0,1.0,5.0,6.0,9.0,0.0,20.0,0.0,0.0,12.0,34.0,16.0,2.0,2.0,14.0,5.0,3.0,4.0,2.0,1.0,3.0
Callum Hudson-Odoi,Chelsea,eng ENG,"FW,DF",37,19,20.6,5.0,5.0,0.0,0.0,41.0,814.0,11022.0,425.0,256.0,105.0,73.0,7.0,30.0,9.0,195.0,25.0,1.0,11.0,980.0,12.0,110.0,349.0,590.0,87.0,941.0,22.0,39.0,728.0,4690.0,3020.0,190.0,19.0,935.0,21.0,15.0,20.0,92.0,9.0,13.0
Callum Rowe,Aston Villa,eng ENG,DF,1,1,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Wilson,Newcastle Utd,eng ENG,FW,28,24,24.5,12.0,5.0,2.0,0.0,51.0,366.0,3521.0,198.0,105.0,14.0,13.0,22.0,13.0,3.0,335.0,18.0,3.0,12.0,636.0,13.0,56.0,290.0,338.0,105.0,607.0,29.0,49.0,440.0,2308.0,1373.0,71.0,53.0,1097.0,50.0,50.0,10.0,87.0,39.0,127.0
Calum Chambers,Arsenal,eng ENG,DF,16,11,11.7,0.0,3.0,0.0,0.0,12.0,757.0,11445.0,293.0,327.0,115.0,33.0,31.0,16.0,7.0,120.0,21.0,4.0,51.0,887.0,56.0,325.0,379.0,234.0,29.0,784.0,4.0,9.0,522.0,2184.0,1286.0,44.0,7.0,585.0,11.0,4.0,8.0,122.0,31.0,26.0
Caoimhín Kelleher,Liverpool,ie IRL,GK,5,5,5.0,0.0,0.0,1.0,0.0,0.0,156.0,3495.0,19.0,53.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,170.0,151.0,170.0,0.0,0.0,0.0,121.0,0.0,0.0,73.0,271.0,87.0,0.0,0.0,81.0,1.0,0.0,0.0,14.0,0.0,0.0
Carlos Sánchez,Watford,co COL,MF,9,2,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0
Carlos Vinícius,Tottenham,br BRA,FW,22,10,11.4,10.0,3.0,2.0,0.0,33.0,160.0,1527.0,81.0,38.0,15.0,6.0,3.0,4.0,1.0,172.0,8.0,0.0,6.0,289.0,6.0,20.0,118.0,166.0,68.0,284.0,11.0,15.0,191.0,789.0,295.0,14.0,21.0,442.0,29.0,15.0,3.0,39.0,16.0,49.0
Carney Chukwuemeka,Aston Villa,eng ENG,"FW,MF",2,0,0.2,0.0,0.0,0.0,0.0,1.0,8.0,88.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,14.0,1.0,0.0,0.0,12.0,0.0,2.0,4.0,6.0,2.0,12.0,0.0,0.0,8.0,33.0,16.0,1.0,0.0,21.0,2.0,0.0,2.0,0.0,1.0,4.0
Cengiz Ünder,Leicester City,tr TUR,"MF,FW",19,9,10.5,2.0,3.0,0.0,0.0,40.0,343.0,4617.0,155.0,104.0,64.0,27.0,7.0,13.0,6.0,98.0,10.0,0.0,3.0,480.0,4.0,44.0,216.0,267.0,35.0,446.0,26.0,49.0,391.0,2588.0,1273.0,76.0,18.0,447.0,3.0,15.0,13.0,52.0,1.0,5.0
Cenk Tosun,Everton,tr TUR,FW,7,1,1.9,1.0,0.0,1.0,0.0,4.0,10.0,151.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,1.0,5.0,10.0,2.0,13.0,0.0,0.0,11.0,44.0,15.0,1.0,0.0,22.0,2.0,3.0,0.0,0.0,1.0,1.0
Charlie Cresswell,Leeds United,eng ENG,DF,1,1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
Charlie Goode,Brentford,eng ENG,DF,12,7,8.1,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,0.0,0.0,0.0
Charlie Taylor,Burnley,eng ENG,DF,32,31,30.0,0.0,1.0,1.0,0.0,4.0,1298.0,16840.0,491.0,455.0,302.0,87.0,78.0,46.0,22.0,226.0,67.0,19.0,96.0,1587.0,130.0,521.0,780.0,404.0,12.0,1335.0,27.0,46.0,826.0,5659.0,2493.0,112.0,13.0,897.0,12.0,46.0,28.0,250.0,46.0,26.0
Che Adams,Southampton,sct SCO,FW,42,33,33.0,9.0,5.0,1.0,0.0,62.0,633.0,7359.0,302.0,184.0,73.0,15.0,36.0,30.0,6.0,430.0,26.0,4.0,16.0,976.0,22.0,98.0,444.0,492.0,110.0,965.0,25.0,44.0,630.0,2627.0,1169.0,67.0,52.0,1474.0,34.0,72.0,20.0,119.0,47.0,141.0
Cheikhou Kouyaté,Crystal Palace,sn SEN,DF,37,35,35.2,1.0,0.0,4.0,0.0,7.0,1217.0,19698.0,390.0,497.0,295.0,4.0,73.0,70.0,26.0,350.0,62.0,28.0,162.0,1565.0,241.0,908.0,646.0,71.0,28.0,1511.0,6.0,9.0,783.0,3715.0,1592.0,28.0,11.0,876.0,43.0,20.0,36.0,310.0,94.0,51.0
Chris Wood,Burnley,nz NZL,FW,37,33,32.7,12.0,4.0,0.0,0.0,72.0,658.0,5847.0,381.0,187.0,23.0,4.0,98.0,17.0,6.0,354.0,27.0,4.0,19.0,967.0,23.0,70.0,403.0,528.0,138.0,946.0,13.0,26.0,480.0,1496.0,648.0,32.0,54.0,1732.0,46.0,36.0,11.0,101.0,168.0,215.0
Christian Atsu,Newcastle Utd,gh GHA,"FW,MF",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Christian Benteke,Crystal Palace,be BEL,FW,31,22,20.9,10.0,1.0,3.0,1.0,71.0,573.0,5051.0,326.0,171.0,30.0,6.0,60.0,13.0,0.0,240.0,17.0,6.0,37.0,848.0,47.0,85.0,428.0,360.0,127.0,829.0,16.0,29.0,357.0,1293.0,594.0,41.0,27.0,1206.0,38.0,26.0,9.0,79.0,212.0,150.0
Christian Fuchs,Leicester City,at AUT,DF,16,13,12.4,0.0,0.0,4.0,0.0,5.0,812.0,13079.0,304.0,351.0,141.0,10.0,34.0,17.0,7.0,125.0,25.0,5.0,42.0,913.0,73.0,351.0,495.0,104.0,2.0,809.0,1.0,3.0,540.0,2135.0,900.0,31.0,1.0,612.0,18.0,6.0,11.0,112.0,25.0,18.0
Christian Kabasele,Watford,be BEL,DF,21,19,19.4,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,11.0,0.0,0.0,0.0
Christian Marques,Wolves,ch SUI,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Nørgaard,Brentford,dk DEN,"MF,DF",21,16,16.3,1.0,1.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,24.0,0.0,0.0,0.0
Christian Pulisic,Chelsea,us USA,"FW,MF",43,25,27.3,6.0,4.0,4.0,0.0,69.0,868.0,10432.0,480.0,273.0,61.0,39.0,32.0,29.0,7.0,413.0,35.0,4.0,10.0,1267.0,12.0,129.0,600.0,654.0,155.0,1252.0,63.0,117.0,984.0,5915.0,3559.0,206.0,62.0,1277.0,24.0,75.0,21.0,165.0,25.0,63.0
Christian Walton,Brighton,eng ENG,GK,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christoph Zimmermann,Norwich City,de GER,DF,24,15,15.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,9.0,0.0,0.0,0.0
Ciaran Clark,Newcastle Utd,ie IRL,DF,26,25,24.8,1.0,0.0,4.0,0.0,8.0,747.0,12686.0,227.0,345.0,157.0,1.0,53.0,27.0,3.0,156.0,45.0,20.0,134.0,992.0,187.0,621.0,344.0,58.0,18.0,970.0,6.0,9.0,493.0,2325.0,1134.0,25.0,1.0,578.0,19.0,15.0,17.0,168.0,79.0,35.0
Claudio Gomes,Manchester City,fr FRA,MF,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cody Drameh,Leeds United,eng ENG,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Palmer,Manchester City,eng ENG,MF,2,1,1.1,0.0,0.0,0.0,0.0,2.0,5.0,62.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0
Connor Wickham,Crystal Palace,eng ENG,"FW,MF",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Coady,Wolves,eng ENG,DF,40,40,39.7,1.0,0.0,6.0,0.0,8.0,1789.0,40617.0,303.0,846.0,618.0,1.0,77.0,31.0,14.0,203.0,59.0,39.0,163.0,2073.0,420.0,1352.0,805.0,17.0,12.0,2019.0,7.0,9.0,1281.0,6008.0,2639.0,29.0,3.0,1462.0,28.0,14.0,23.0,270.0,40.0,29.0
Conor Coventry,West Ham,ie IRL,MF,1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Conor Hourihane,Aston Villa,ie IRL,MF,5,3,2.6,1.0,1.0,0.0,0.0,5.0,155.0,2503.0,35.0,64.0,46.0,12.0,2.0,0.0,0.0,17.0,3.0,0.0,2.0,170.0,3.0,20.0,66.0,85.0,5.0,133.0,0.0,0.0,86.0,201.0,82.0,4.0,0.0,127.0,1.0,0.0,0.0,12.0,3.0,0.0
Craig Cathcart,Watford,nir NIR,DF,25,20,21.3,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,19.0,0.0,0.0,0.0
Craig Dawson,Watford,eng ENG,DF,25,25,24.7,4.0,0.0,5.0,1.0,20.0,718.0,14128.0,140.0,328.0,237.0,0.0,44.0,13.0,3.0,145.0,32.0,25.0,133.0,945.0,180.0,575.0,375.0,38.0,22.0,918.0,0.0,0.0,497.0,2632.0,1203.0,21.0,0.0,551.0,25.0,18.0,12.0,153.0,65.0,28.0
Crysencio Summerville,Leeds United,nl NED,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Jones,Liverpool,eng ENG,MF,34,22,21.7,4.0,5.0,4.0,0.0,36.0,1226.0,18805.0,584.0,474.0,130.0,13.0,39.0,28.0,10.0,326.0,30.0,1.0,17.0,1430.0,26.0,200.0,837.0,513.0,42.0,1414.0,23.0,38.0,1121.0,5800.0,2923.0,154.0,34.0,1266.0,29.0,32.0,25.0,158.0,18.0,26.0
Cédric Soares,Arsenal,pt POR,"DF,MF",24,19,20.1,0.0,2.0,4.0,0.0,13.0,930.0,12656.0,423.0,339.0,133.0,81.0,29.0,25.0,10.0,172.0,31.0,4.0,38.0,1082.0,45.0,272.0,491.0,388.0,18.0,927.0,10.0,17.0,671.0,3673.0,2118.0,114.0,16.0,738.0,14.0,12.0,23.0,114.0,15.0,20.0
César Azpilicueta,Chelsea,es ESP,DF,43,40,40.1,1.0,3.0,7.0,1.0,18.0,2755.0,41113.0,1121.0,1244.0,309.0,50.0,106.0,77.0,31.0,531.0,60.0,15.0,143.0,3123.0,200.0,1106.0,1498.0,643.0,51.0,2855.0,8.0,14.0,1800.0,7428.0,4553.0,146.0,14.0,2251.0,60.0,27.0,49.0,323.0,86.0,68.0
Dale Stephens,Burnley,eng ENG,MF,11,7,7.2,0.0,0.0,1.0,0.0,12.0,124.0,1894.0,49.0,46.0,23.0,5.0,9.0,10.0,5.0,48.0,3.0,0.0,0.0,151.0,4.0,33.0,95.0,29.0,5.0,150.0,1.0,1.0,84.0,326.0,151.0,2.0,5.0,87.0,16.0,4.0,8.0,49.0,5.0,4.0
