Name,Team,Nationalaty,Position,Matches Played,Matches Starts,Minutes / Div By 90,Goals,Asissts,Yellows,Reds,Total Shots,Passes Attemted,Passes Total Distance,Short Passes,Medium Passes,Long Passes,Cross Passes,Head Pases,Tackeled,Tackeled Dribbels,Pressure Applying,Blocks,Shots Blocks,Clearence,Touches,Touches Defencive Penalty Area,Touches Defencive 3RD,Touches Mid 3RD,Touches Attacking 3RD,Touches Attacking Penalty Area,Touches Live Game,Dribbels Succes,Dribbels Attempted,Carries,Carries To Distance,Carries Proggresive,Carries Proggresive Foword,Carries Tackeled,Reciving Passes,Fouls Commited,Fouls Drawn,Tackele Won,looseBallRecovered,Aerial Duals Won,Aerial Duals Lost
Ezgjan Alioski,Leeds United,mk MKD,DF,38,31,29.3,3.0,3.0,8.0,0.0,29.0,1630.0,22206.0,703.0,661.0,196.0,62.0,85.0,82.0,28.0,534.0,46.0,6.0,61.0,1929.0,79.0,603.0,919.0,548.0,46.0,1686.0,15.0,25.0,1086.0,5875.0,3788.0,139.0,21.0,1317.0,52.0,50.0,46.0,248.0,43.0,43.0
Ezri Konsa,Aston Villa,eng ENG,DF,37,35,35.9,2.0,0.0,3.0,0.0,22.0,1244.0,24313.0,284.0,658.0,280.0,2.0,63.0,34.0,11.0,225.0,65.0,45.0,193.0,1606.0,331.0,942.0,640.0,76.0,31.0,1560.0,6.0,10.0,896.0,3463.0,1382.0,22.0,5.0,972.0,22.0,57.0,22.0,289.0,90.0,62.0
Fabian Delph,Everton,eng ENG,"MF,DF",10,4,4.6,0.0,0.0,2.0,0.0,3.0,234.0,3586.0,100.0,98.0,31.0,3.0,4.0,5.0,1.0,30.0,4.0,0.0,3.0,264.0,7.0,77.0,162.0,45.0,0.0,254.0,8.0,12.0,198.0,894.0,452.0,17.0,2.0,212.0,5.0,9.0,5.0,29.0,0.0,0.0
Fabian Schär,Newcastle Utd,ch SUI,DF,19,13,14.1,1.0,0.0,4.0,1.0,11.0,583.0,10909.0,148.0,227.0,203.0,3.0,25.0,19.0,7.0,110.0,24.0,13.0,63.0,737.0,100.0,424.0,312.0,63.0,11.0,684.0,7.0,13.0,443.0,2470.0,1474.0,34.0,6.0,441.0,22.0,15.0,10.0,123.0,20.0,25.0
Fabinho,Liverpool,br BRA,MF,42,38,38.5,0.0,0.0,7.0,0.0,15.0,2457.0,45725.0,760.0,1232.0,432.0,3.0,74.0,100.0,35.0,441.0,55.0,16.0,131.0,2831.0,229.0,1123.0,1665.0,208.0,15.0,2772.0,7.0,13.0,1813.0,9116.0,5127.0,184.0,16.0,2036.0,55.0,37.0,69.0,398.0,69.0,61.0
Fabián Balbuena,West Ham,py PAR,DF,18,17,17.3,1.0,0.0,1.0,1.0,8.0,465.0,8603.0,88.0,213.0,154.0,0.0,24.0,24.0,12.0,134.0,25.0,6.0,89.0,611.0,90.0,317.0,301.0,24.0,10.0,589.0,2.0,3.0,325.0,1515.0,696.0,13.0,0.0,336.0,14.0,4.0,16.0,114.0,26.0,17.0
Facundo Pellistri,Manchester Utd,uy URU,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faustino Anjorin,Chelsea,eng ENG,FW,3,1,1.2,0.0,0.0,0.0,0.0,2.0,45.0,566.0,25.0,17.0,1.0,1.0,0.0,3.0,0.0,20.0,2.0,0.0,0.0,57.0,0.0,4.0,23.0,39.0,3.0,55.0,2.0,2.0,49.0,353.0,246.0,11.0,4.0,58.0,2.0,0.0,3.0,4.0,0.0,0.0
Federico Fernández,Newcastle Utd,ar ARG,DF,25,25,24.1,0.0,0.0,4.0,0.0,6.0,837.0,14632.0,221.0,387.0,209.0,10.0,60.0,35.0,14.0,183.0,51.0,32.0,166.0,1114.0,281.0,724.0,337.0,90.0,13.0,1046.0,0.0,0.0,550.0,2272.0,914.0,10.0,4.0,620.0,16.0,15.0,19.0,158.0,46.0,36.0
Felipe Anderson,West Ham,br BRA,"FW,MF",5,3,3.0,1.0,2.0,0.0,0.0,5.0,6.0,61.0,2.0,4.0,0.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,3.0,1.0,7.0,0.0,0.0,6.0,68.0,50.0,2.0,0.0,7.0,2.0,2.0,5.0,0.0,0.0,0.0
Felix Kalu Nmecha,Manchester City,eng ENG,MF,2,0,0.6,0.0,1.0,0.0,0.0,0.0,3.0,31.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
Fernandinho,Manchester City,br BRA,MF,36,22,24.2,1.0,4.0,12.0,0.0,24.0,1265.0,21242.0,510.0,541.0,199.0,8.0,48.0,43.0,17.0,311.0,23.0,2.0,37.0,1429.0,46.0,226.0,1075.0,233.0,16.0,1398.0,14.0,19.0,1011.0,5041.0,3020.0,168.0,8.0,1111.0,60.0,26.0,40.0,170.0,37.0,22.0
Fernando Marçal,Wolves,br BRA,DF,13,7,6.9,0.0,0.0,2.0,0.0,2.0,370.0,5445.0,168.0,136.0,56.0,10.0,14.0,10.0,2.0,72.0,19.0,2.0,23.0,444.0,26.0,151.0,211.0,106.0,4.0,379.0,7.0,9.0,251.0,1124.0,649.0,21.0,8.0,264.0,16.0,4.0,4.0,56.0,9.0,11.0
Ferrán Torres,Manchester City,es ESP,FW,36,24,23.4,13.0,3.0,1.0,0.0,62.0,509.0,6653.0,255.0,174.0,56.0,40.0,11.0,20.0,9.0,280.0,20.0,1.0,8.0,730.0,14.0,61.0,266.0,450.0,98.0,708.0,28.0,54.0,544.0,2589.0,1402.0,84.0,35.0,776.0,23.0,29.0,9.0,84.0,14.0,26.0
Fikayo Tomori,Chelsea,eng ENG,DF,4,2,2.6,0.0,0.0,0.0,0.0,0.0,29.0,574.0,6.0,18.0,5.0,0.0,2.0,3.0,2.0,3.0,4.0,3.0,8.0,41.0,19.0,36.0,6.0,0.0,0.0,40.0,0.0,0.0,21.0,90.0,38.0,0.0,0.0,21.0,4.0,1.0,4.0,4.0,0.0,0.0
Finley Stevens,Brentford,wls WAL,DF,5,2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0
Florin Andone,Brighton,ro ROU,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Folarin Balogun,Arsenal,eng ENG,FW,6,0,0.9,2.0,1.0,0.0,0.0,5.0,16.0,155.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,32.0,0.0,2.0,11.0,20.0,10.0,31.0,0.0,1.0,21.0,52.0,12.0,0.0,3.0,36.0,1.0,2.0,0.0,1.0,2.0,1.0
Francisco Sierralta,Watford,cl CHI,DF,29,27,27.5,1.0,0.0,8.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,17.0,0.0,0.0,0.0
Frankie Ealing,Aston Villa,eng ENG,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fraser Forster,Southampton,eng ENG,GK,13,13,13.0,0.0,0.0,0.0,0.0,0.0,274.0,4532.0,38.0,59.0,169.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,305.0,253.0,303.0,2.0,0.0,0.0,203.0,0.0,0.0,121.0,555.0,325.0,0.0,0.0,115.0,1.0,5.0,0.0,40.0,0.0,0.0
Fred,Manchester Utd,br BRA,MF,48,42,41.5,1.0,2.0,10.0,1.0,36.0,2300.0,40616.0,820.0,993.0,401.0,9.0,28.0,109.0,36.0,878.0,93.0,10.0,44.0,2757.0,106.0,727.0,1653.0,555.0,20.0,2689.0,34.0,44.0,1822.0,8549.0,4160.0,149.0,47.0,2029.0,105.0,62.0,75.0,407.0,12.0,23.0
Frederic Guilbert,Aston Villa,fr FRA,"DF,MF",2,2,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0
Frederik Ibsen,West Ham,dk DEN,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fredrik Hammer,Brentford,se SWE,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio Silva,Wolves,pt POR,FW,36,15,18.8,4.0,3.0,2.0,0.0,57.0,306.0,3155.0,163.0,85.0,28.0,6.0,18.0,10.0,3.0,261.0,12.0,1.0,5.0,491.0,11.0,54.0,232.0,238.0,89.0,469.0,15.0,32.0,300.0,1173.0,580.0,28.0,20.0,682.0,31.0,29.0,7.0,67.0,32.0,76.0
Gabriel Dos Santos,Arsenal,br BRA,DF,32,31,31.2,3.0,1.0,5.0,1.0,20.0,1940.0,35455.0,527.0,950.0,432.0,3.0,53.0,30.0,11.0,196.0,49.0,28.0,142.0,2239.0,325.0,1184.0,1149.0,74.0,30.0,2206.0,5.0,11.0,1584.0,9946.0,5505.0,141.0,6.0,1711.0,34.0,45.0,19.0,255.0,92.0,57.0
Gabriel Jesus,Manchester City,br BRA,FW,42,30,31.6,14.0,4.0,3.0,0.0,77.0,851.0,9755.0,509.0,218.0,47.0,14.0,16.0,27.0,7.0,375.0,25.0,3.0,4.0,1180.0,9.0,62.0,489.0,704.0,182.0,1140.0,55.0,94.0,899.0,4578.0,2314.0,140.0,58.0,1375.0,40.0,69.0,21.0,119.0,17.0,67.0
Gaetano Berardi,Leeds United,ch SUI,DF,2,1,1.3,0.0,0.0,0.0,0.0,1.0,56.0,898.0,16.0,30.0,9.0,1.0,2.0,3.0,1.0,14.0,2.0,1.0,5.0,67.0,7.0,37.0,32.0,4.0,1.0,62.0,0.0,0.0,40.0,175.0,71.0,1.0,0.0,43.0,2.0,0.0,2.0,6.0,3.0,4.0
Gareth Bale,Tottenham,wls WAL,FW,34,19,18.5,16.0,4.0,1.0,0.0,75.0,650.0,8936.0,279.0,194.0,138.0,54.0,28.0,25.0,6.0,187.0,25.0,3.0,20.0,898.0,21.0,122.0,422.0,421.0,71.0,834.0,46.0,80.0,579.0,3193.0,1553.0,82.0,25.0,863.0,11.0,15.0,16.0,105.0,33.0,26.0
Gary Cahill,Crystal Palace,eng ENG,DF,20,20,20.0,1.0,1.0,3.0,0.0,11.0,697.0,12855.0,191.0,351.0,148.0,0.0,35.0,13.0,4.0,101.0,45.0,28.0,127.0,914.0,162.0,576.0,352.0,38.0,26.0,888.0,1.0,2.0,436.0,2290.0,1059.0,24.0,2.0,548.0,15.0,3.0,7.0,147.0,80.0,39.0
Gedson Fernandes,Tottenham,pt POR,MF,2,2,1.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0
Georginio Wijnaldum,Liverpool,nl NED,MF,51,45,43.5,3.0,0.0,3.0,0.0,41.0,2123.0,33841.0,997.0,868.0,197.0,5.0,55.0,40.0,9.0,543.0,47.0,3.0,27.0,2434.0,46.0,413.0,1584.0,651.0,54.0,2385.0,48.0,74.0,1865.0,10429.0,4841.0,206.0,34.0,2015.0,36.0,47.0,33.0,371.0,44.0,56.0
Giovani Lo Celso,Tottenham,ar ARG,"MF,FW",25,16,15.0,3.0,1.0,5.0,0.0,25.0,823.0,11576.0,359.0,291.0,137.0,7.0,16.0,49.0,14.0,386.0,15.0,1.0,10.0,1009.0,22.0,168.0,569.0,347.0,35.0,938.0,23.0,31.0,686.0,3784.0,2126.0,81.0,32.0,816.0,32.0,34.0,34.0,155.0,20.0,29.0
Glenn Murray,Watford,eng ENG,FW,6,2,1.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
Granit Xhaka,Arsenal,ch SUI,MF,45,42,41.3,1.0,2.0,9.0,1.0,24.0,2860.0,51981.0,1014.0,1289.0,494.0,9.0,123.0,75.0,40.0,437.0,36.0,8.0,68.0,3135.0,134.0,821.0,1989.0,540.0,17.0,3016.0,17.0,28.0,2275.0,11519.0,6293.0,216.0,23.0,2474.0,67.0,56.0,50.0,399.0,61.0,41.0
Grant Hanley,Norwich City,sct SCO,DF,44,43,43.5,1.0,0.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,63.0,25.0,0.0,0.0,0.0
Gylfi Sigurðsson,Everton,is ISL,MF,44,31,33.0,8.0,10.0,3.0,0.0,62.0,947.0,13596.0,381.0,335.0,184.0,70.0,24.0,35.0,11.0,476.0,48.0,4.0,21.0,1226.0,33.0,216.0,601.0,452.0,49.0,1095.0,15.0,26.0,691.0,2587.0,1065.0,56.0,36.0,965.0,34.0,24.0,30.0,176.0,8.0,12.0
Hakim Ziyech,Chelsea,ma MAR,"FW,MF",39,23,21.1,6.0,4.0,5.0,0.0,56.0,945.0,12195.0,412.0,300.0,177.0,75.0,13.0,19.0,7.0,298.0,20.0,2.0,3.0,1139.0,12.0,97.0,527.0,574.0,56.0,1081.0,24.0,48.0,859.0,3442.0,1672.0,102.0,24.0,1077.0,33.0,27.0,15.0,127.0,6.0,25.0
Halil Dervişoğlu,Brentford,tr TUR,FW,2,1,0.9,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
Hamza Choudhury,Leicester City,eng ENG,MF,22,10,9.9,1.0,0.0,1.0,0.0,9.0,493.0,7643.0,204.0,197.0,75.0,4.0,36.0,21.0,7.0,112.0,21.0,3.0,10.0,585.0,15.0,142.0,373.0,93.0,6.0,574.0,0.0,1.0,375.0,1489.0,593.0,17.0,4.0,449.0,15.0,10.0,16.0,96.0,10.0,5.0
Hannibal Mejbri,Manchester Utd,tn TUN,MF,1,0,0.1,0.0,0.0,0.0,0.0,0.0,3.0,58.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,3.0,3.0,8.0,32.0,14.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0
Harrison Ashby,West Ham,sct SCO,DF,2,1,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
Harrison Sohna,Aston Villa,eng ENG,MF,1,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Harry Kane,Tottenham,eng ENG,FW,46,41,42.1,28.0,16.0,2.0,0.0,172.0,1055.0,13772.0,438.0,351.0,193.0,49.0,64.0,20.0,5.0,423.0,32.0,14.0,43.0,1555.0,54.0,153.0,799.0,714.0,188.0,1497.0,50.0,85.0,1003.0,5195.0,2798.0,164.0,73.0,1974.0,31.0,82.0,16.0,170.0,101.0,138.0
Harry Lewis,Southampton,eng ENG,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Maguire,Manchester Utd,eng ENG,DF,52,51,51.7,2.0,1.0,15.0,0.0,53.0,2823.0,56185.0,707.0,1452.0,625.0,4.0,142.0,41.0,19.0,265.0,60.0,34.0,234.0,3300.0,508.0,1680.0,1634.0,247.0,69.0,3215.0,8.0,15.0,2035.0,14176.0,8450.0,249.0,12.0,2322.0,65.0,54.0,29.0,487.0,182.0,58.0
Harry Tyrer,Everton,eng ENG,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Wilson,Liverpool,wls WAL,MF,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0
Harry Winks,Tottenham,eng ENG,MF,28,20,20.5,2.0,2.0,6.0,0.0,17.0,1219.0,20002.0,486.0,480.0,211.0,10.0,43.0,36.0,16.0,272.0,28.0,7.0,18.0,1369.0,37.0,305.0,942.0,191.0,4.0,1338.0,9.0,15.0,918.0,3860.0,1807.0,54.0,10.0,1053.0,33.0,24.0,21.0,186.0,16.0,12.0
Harvey Barnes,Leicester City,eng ENG,"FW,MF",35,29,28.9,13.0,4.0,1.0,0.0,78.0,813.0,9395.0,432.0,247.0,69.0,28.0,37.0,27.0,4.0,273.0,33.0,6.0,15.0,1214.0,22.0,140.0,556.0,677.0,151.0,1211.0,38.0,99.0,923.0,6573.0,4654.0,232.0,59.0,1320.0,28.0,54.0,18.0,169.0,31.0,42.0
Harvey Davies,Liverpool,eng ENG,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Elliott,Liverpool,eng ENG,FW,1,1,0.6,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Harvey White,Tottenham,eng ENG,MF,2,1,1.1,0.0,0.0,0.0,0.0,4.0,10.0,168.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,1.0,5.0,6.0,1.0,11.0,0.0,0.0,8.0,39.0,11.0,1.0,0.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0
Hayden Lindley,Aston Villa,eng ENG,MF,1,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Haydon Roberts,Brighton,eng ENG,DF,2,1,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Henri Lansbury,Aston Villa,eng ENG,MF,3,3,2.9,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
Henrik Dalsgaard,Brentford,dk DEN,DF,37,36,35.5,2.0,1.0,6.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,36.0,37.0,0.0,0.0,0.0
Hugo Bueno,Wolves,es ESP,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Lloris,Tottenham,fr FRA,GK,47,47,47.7,0.0,0.0,0.0,0.0,0.0,1167.0,23808.0,220.0,302.0,638.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1234.0,1122.0,1230.0,4.0,0.0,0.0,832.0,1.0,1.0,508.0,2086.0,1189.0,0.0,0.0,472.0,0.0,6.0,0.0,167.0,0.0,0.0
Héctor Bellerín,Arsenal,es ESP,MF,35,32,30.7,1.0,3.0,8.0,0.0,20.0,1660.0,22643.0,771.0,693.0,122.0,69.0,70.0,40.0,15.0,273.0,58.0,11.0,57.0,1906.0,76.0,503.0,866.0,645.0,66.0,1700.0,23.0,43.0,1214.0,5742.0,3583.0,150.0,11.0,1355.0,33.0,11.0,22.0,257.0,44.0,40.0
Hélder Costa,Leeds United,ao ANG,"MF,FW",23,14,13.8,3.0,3.0,0.0,0.0,19.0,328.0,3298.0,180.0,93.0,23.0,21.0,8.0,30.0,9.0,265.0,19.0,0.0,9.0,502.0,13.0,114.0,204.0,228.0,46.0,497.0,19.0,41.0,343.0,1943.0,1213.0,56.0,32.0,507.0,24.0,21.0,17.0,68.0,4.0,25.0
Ian Carlo Poveda,Leeds United,eng ENG,"MF,DF",16,2,5.6,0.0,0.0,0.0,0.0,7.0,117.0,1384.0,53.0,41.0,14.0,13.0,4.0,9.0,6.0,78.0,4.0,1.0,0.0,182.0,3.0,29.0,62.0,112.0,22.0,181.0,13.0,22.0,156.0,1038.0,683.0,33.0,17.0,200.0,6.0,7.0,9.0,26.0,0.0,4.0
Ibrahima Diallo,Southampton,fr FRA,MF,26,14,15.3,0.0,0.0,4.0,0.0,15.0,587.0,8755.0,247.0,249.0,76.0,9.0,19.0,30.0,9.0,242.0,14.0,1.0,16.0,714.0,27.0,190.0,450.0,123.0,10.0,706.0,11.0,17.0,458.0,2083.0,1065.0,45.0,21.0,530.0,34.0,24.0,31.0,126.0,8.0,19.0
Ignacio Pussetto,Watford,ar ARG,"FW,MF",2,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0
Illan Meslier,Leeds United,fr FRA,GK,35,35,35.0,0.0,0.0,0.0,0.0,0.0,1348.0,27992.0,248.0,529.0,568.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1465.0,1332.0,1464.0,1.0,0.0,0.0,1124.0,0.0,0.0,738.0,3326.0,1713.0,0.0,1.0,719.0,1.0,9.0,0.0,173.0,0.0,0.0
Isaac Hayden,Newcastle Utd,eng ENG,"MF,DF",27,25,24.6,1.0,0.0,9.0,0.0,16.0,790.0,12063.0,291.0,339.0,123.0,13.0,50.0,50.0,7.0,407.0,42.0,8.0,57.0,1031.0,74.0,343.0,537.0,193.0,13.0,978.0,10.0,18.0,567.0,2019.0,758.0,25.0,17.0,609.0,50.0,24.0,37.0,217.0,55.0,37.0
Isaac Price,Everton,nir NIR,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Success,Watford,ng NGA,FW,10,3,4.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0
Islam Slimani,Leicester City,dz ALG,FW,1,0,0.2,0.0,0.0,0.0,0.0,1.0,11.0,108.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,7.0,2.0,12.0,0.0,0.0,6.0,20.0,7.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,1.0
Ismaila Sarr,Watford,sn SEN,"FW,MF",40,40,39.1,13.0,4.0,6.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,118.0,27.0,0.0,0.0,0.0
