Name,Team,link
Diego Llorente,Leeds United,https://int.soccerway.com/players/diego-javier-llorente-rios/262202/
S. Dallas,Leeds United,https://int.soccerway.com/players/stuart-dallas/142031/
P. Struijk,Leeds United,https://int.soccerway.com/players/pascal-struijk/440868/
L. Hjelde,Leeds United,https://int.soccerway.com/players/leo-fuhr-hjelde/639597/
C. Cresswell,Leeds United,https://int.soccerway.com/players/charlie-cresswell/592306/
C. Drameh,Leeds United,https://int.soccerway.com/players/cody-drameh/499177/
K. Moore,Leeds United,https://int.soccerway.com/players/kris-moore/648011/
A. Forshaw,Leeds United,https://int.soccerway.com/players/adam-forshaw/110661/
J. Harrison,Leeds United,https://int.soccerway.com/players/jack-harrison/437501/
K. Phillips,Leeds United,https://int.soccerway.com/players/kalvin-phillips/393692/
L. Bate,Leeds United,https://int.soccerway.com/players/lewis-bate/549748/
S. McKinstry,Leeds United,https://int.soccerway.com/players/stuart-mckinstry/590512/
M. Klich,Leeds United,https://int.soccerway.com/players/mateusz-klich/68595/
L. McCarron,Leeds United,https://int.soccerway.com/players/liam-mccarron/569491/
J. Shackleton,Leeds United,https://int.soccerway.com/players/jamie-shackelton/529640/
J. Jenkins,Leeds United,https://int.soccerway.com/players/jack-jenkins/592308/
N. Kenneh,Leeds United,https://int.soccerway.com/players/nohan-kenneh/592307/
P. Bamford,Leeds United,https://int.soccerway.com/players/patrick-bamford/209645/
Raphinha,Leeds United,https://int.soccerway.com/players/raphael-dias-belloli/429714/
T. Roberts,Leeds United,https://int.soccerway.com/players/tyler-roberts/386239/
Rodrigo,Leeds United,https://int.soccerway.com/players/rodrigo-moreno/116726/
D. James,Leeds United,https://int.soccerway.com/players/daniel-james/316309/
J. Gelhardt,Leeds United,https://int.soccerway.com/players/joe-gelhardt/563562/
C. Summerville,Leeds United,https://int.soccerway.com/players/crysencio-summerville/508937/
S. Greenwood,Leeds United,https://int.soccerway.com/players/sam-greenwood/476031/
A. Gray,Leeds United,https://int.soccerway.com/players/archie-gray/761807/
B. Foster,Watford,https://int.soccerway.com/players/ben-foster/2528/
D. Bachmann,Watford,https://int.soccerway.com/players/daniel--bachmann/180020/
R. Elliot,Watford,https://int.soccerway.com/players/robert-elliot/5300/
V. Angelini,Watford,https://int.soccerway.com/players/vincent-angelini/809496/
D. Rose,Watford,https://int.soccerway.com/players/danny-rose/16050/
W. Troost-Ekong,Watford,https://int.soccerway.com/players/william-ekong/218093/
A. Masina,Watford,https://int.soccerway.com/players/adam-masina/263958/
N. N'Koulou,Watford,https://int.soccerway.com/players/nicolas-n-koulou/39105/
C. Cathcart,Watford,https://int.soccerway.com/players/craig-cathcart/53407/
Kiko Femenía,Watford,https://int.soccerway.com/players/francisco-femenia-far/58948/
C. Kabasele,Watford,https://int.soccerway.com/players/christian-kabasele/53627/
F. Sierralta,Watford,https://int.soccerway.com/players/francisco-sierralta-carvallo/403084/
J. Morris,Watford,https://int.soccerway.com/players/james-morris/561668/
O. Etebo,Watford,https://int.soccerway.com/players/etebo-oghenekaro/320786/
I. Louza,Watford,https://int.soccerway.com/players/imran-louza/502748/
T. Cleverley,Watford,https://int.soccerway.com/players/tom-cleverley/70764/
K. Sema,Watford,https://int.soccerway.com/players/ken-sema/286735/
D. Gosling,Watford,https://int.soccerway.com/players/dan-gosling/15647/
O. Tufan,Watford,https://int.soccerway.com/players/ozan-tufan/257567/
M. Sissoko,Watford,https://int.soccerway.com/players/moussa-sissoko/13622/
J. Kucka,Watford,https://int.soccerway.com/players/juraj-kucka/35495/
J. Ngakia,Watford,https://int.soccerway.com/players/jeremy-ngakia/455316/
J. King,Watford,https://int.soccerway.com/players/joshua-king/93432/
João Pedro,Watford,https://int.soccerway.com/players/joao-pedro-junqueira-de-jesus/591522/
A. Fletcher,Watford,https://int.soccerway.com/players/ashley-michael-fletcher/314169/
I. Sarr,Watford,https://int.soccerway.com/players/ismaila-sarr/453991/
E. Dennis,Watford,https://int.soccerway.com/players/emmanuel-bonaventure-dennis/450289/
J. Hernández,Watford,https://int.soccerway.com/players/juan-camilo-hernandez-suarez/402218/
K. Baah,Watford,https://int.soccerway.com/players/kwadwo-baah/636311/
N. Pope,Burnley,https://int.soccerway.com/players/nick-pope/220636/
W. Hennessey,Burnley,https://int.soccerway.com/players/wayne-hennessey/15380/
W. Norris,Burnley,https://int.soccerway.com/players/will-norris/307922/
M. Lowton,Burnley,https://int.soccerway.com/players/matthew-lowton/85440/
C. Taylor,Burnley,https://int.soccerway.com/players/charlie-taylor/201149/
J. Tarkowski,Burnley,https://int.soccerway.com/players/james-tarkowski/170333/
B. Mee,Burnley,https://int.soccerway.com/players/ben-mee/97357/
C. Roberts,Burnley,https://int.soccerway.com/players/connor-roberts/413120/
N. Collins,Burnley,https://int.soccerway.com/players/nathan-michael-collins/465846/
E. Pieters,Burnley,https://int.soccerway.com/players/erik-pieters/2487/
P. Bardsley,Burnley,https://int.soccerway.com/players/phillip-bardsley/4844/
K. Long,Burnley,https://int.soccerway.com/players/kevin-long/78599/
B. Thomas,Burnley,https://int.soccerway.com/players/bobby-thomas/592269/
O. Dodgson,Burnley,https://int.soccerway.com/players/owen-dodgson/644835/
J. Cork,Burnley,https://int.soccerway.com/players/jack-frank-porteous-cork/20801/
J. Guðmunds­son,Burnley,https://int.soccerway.com/players/johann-berg-gudhmundsson/32136/
J. Brownhill,Burnley,https://int.soccerway.com/players/josh-brownhill/318195/
D. Stephens,Burnley,https://int.soccerway.com/players/dale-stephens/51068/
A. Lennon,Burnley,https://int.soccerway.com/players/aaron-lennon/190/
A. Westwood,Burnley,https://int.soccerway.com/players/ashley--westwood/67549/
C. Wood,Burnley,https://int.soccerway.com/players/chris-woods/76918/
A. Barnes,Burnley,https://int.soccerway.com/players/ashley-barnes/36301/
D. McNeil,Burnley,https://int.soccerway.com/players/dwight-mcneil/506462/
J. Rodriguez,Burnley,https://int.soccerway.com/players/jay-rodriguez/15915/
M. Cornet,Burnley,https://int.soccerway.com/players/gnaly-cornet/260856/
M. Vydra,Burnley,https://int.soccerway.com/players/matej-vydra/75904/
L. Richardson,Burnley,https://int.soccerway.com/players/lewis-richardson/592272/
M. Dúbravka,Newcastle United,https://int.soccerway.com/players/martin-dubravka/35439/
K. Darlow,Newcastle United,https://int.soccerway.com/players/karl-darlow/113214/
F. Woodman,Newcastle United,https://int.soccerway.com/players/frederick-woodman/274762/
M. Gillespie,Newcastle United,https://int.soccerway.com/players/mark-gillespie/130265/
D. Langley,Newcastle United,https://int.soccerway.com/players/daniel-langley/496717/
C. Clark,Newcastle United,https://int.soccerway.com/players/ciaran-clark/89489/
P. Dummett,Newcastle United,https://int.soccerway.com/players/paul-dummett/209640/
F. Schär,Newcastle United,https://int.soccerway.com/players/fabian-schar/109708/
J. Lascelles,Newcastle United,https://int.soccerway.com/players/jamal-lascelles/192421/
J. Lewis,Newcastle United,https://int.soccerway.com/players/jamal-lewis/440936/
E. Krafth,Newcastle United,https://int.soccerway.com/players/emil-kraft/185166/
F. Fernández,Newcastle United,https://int.soccerway.com/players/federico-fernandez/61374/
Javi Manquillo,Newcastle United,https://int.soccerway.com/players/javier-manquillo-gaitan/221516/
J. Shelvey,Newcastle United,https://int.soccerway.com/players/jonjo-shelvey/51243/
A. Saint-Maximin,Newcastle United,https://int.soccerway.com/players/allan-saint-maximin/310845/
M. Ritchie,Newcastle United,https://int.soccerway.com/players/matt-ritchie/65142/
I. Hayden,Newcastle United,https://int.soccerway.com/players/isaac-hayden/215545/
J. Hendrick,Newcastle United,https://int.soccerway.com/players/jeffrey-hendrick/158140/
R. Fraser,Newcastle United,https://int.soccerway.com/players/ryan-fraser/159839/
J. Murphy,Newcastle United,https://int.soccerway.com/players/jacob-murphy/326321/
M. Almirón,Newcastle United,https://int.soccerway.com/players/miguel-angel-almiron-rejala/247878/
J. Willock,Newcastle United,https://int.soccerway.com/players/joseph-willock/376613/
E. Anderson,Newcastle United,https://int.soccerway.com/players/elliott-anderson/414655/
S. Longstaff,Newcastle United,https://int.soccerway.com/players/sean-longstaff/454449/
J. White,Newcastle United,https://int.soccerway.com/players/joe-white/564779/
Joelinton,Newcastle United,https://int.soccerway.com/players/joelinton-cassio-apolinario-de-lira/331264/
C. Wilson,Newcastle United,https://int.soccerway.com/players/callum-wilson/89009/
D. Gayle,Newcastle United,https://int.soccerway.com/players/dwight-gayle/201233/
T. Krul,Norwich City,https://int.soccerway.com/players/tim-krul/5256/
A. Gunn,Norwich City,https://int.soccerway.com/players/angus-gunn/217678/
M. McGovern,Norwich City,https://int.soccerway.com/players/michael-mcgovern/782/
M. Aarons,Norwich City,https://int.soccerway.com/players/maximillian-james-aarons/452989/
S. Byram,Norwich City,https://int.soccerway.com/players/samuel-bryam/258007/
B. Gibson,Norwich City,https://int.soccerway.com/players/ben-gibson/187372/
G. Hanley,Norwich City,https://int.soccerway.com/players/grant-hanley/130306/
C. Zimmermann,Norwich City,https://int.soccerway.com/players/christoph-zimmermann/233145/
O. Kabak,Norwich City,https://int.soccerway.com/players/ozan-muhammed-kabak/461755/
B. Williams,Norwich City,https://int.soccerway.com/players/brandon-williams/483294/
B. Mumba,Norwich City,https://int.soccerway.com/players/bali-mumba/476030/
D. Giannoulis,Norwich City,https://int.soccerway.com/players/dimitris-giannoulis/274908/
J. Tomkinson,Norwich City,https://int.soccerway.com/players/jonathan-tomkinson/552445/
A. Omobamidele,Norwich City,https://int.soccerway.com/players/andrew-omobamidele/572611/
L. Rupp,Norwich City,https://int.soccerway.com/players/lukas-rupp/78485/
B. Gilmour,Norwich City,https://int.soccerway.com/players/billy-gilmour/486637/
K. Dowell,Norwich City,https://int.soccerway.com/players/kieran-dowell/392787/
P. Płacheta,Norwich City,https://int.soccerway.com/players/przemyslaw-placheta/419882/
T. Cantwell,Norwich City,https://int.soccerway.com/players/todd-cantwell/454456/
M. Normann,Norwich City,https://int.soccerway.com/players/mathias-antonsen-normann/294499/
M. Rashica,Norwich City,https://int.soccerway.com/players/milot-rashica/273845/
J. Sørensen,Norwich City,https://int.soccerway.com/players/jacob--sorensen/441784/
P. Lees Melou,Norwich City,https://int.soccerway.com/players/pierre-lees-melou/312701/
K. McLean,Norwich City,https://int.soccerway.com/players/kenny-mclean/110508/
T. Dickson-Peters,Norwich City,https://int.soccerway.com/players/thomas-dickson-peters/536630/
C. Tzolis,Norwich City,https://int.soccerway.com/players/christos-tzolis/574629/
T. Pukki,Norwich City,https://int.soccerway.com/players/teemu-pukki/8468/
J. Sargent,Norwich City,https://int.soccerway.com/players/joshua-sargent/479415/
A. Idah,Norwich City,https://int.soccerway.com/players/adam-uche-idah/465872/
J. Rowe,Norwich City,https://int.soccerway.com/players/jon-rowe/608339/
