Name,Team,Nationalaty,age,CrsINJURY,Matches Played_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y,Position_AMF,Position_DF,Position_DMF,Position_FW,Position_MF,Christmas-played-games,Number of Inj,inj22,inj days 20-21,inj days 19-20,inj days 18-19,Sus days 22,sus days 20-21,sus days 19-20,sus days 18-19,Career Suspension days,Career INJ days,Suspended,Knock,Hamstring,Ankle/Foot Injury,Knee Injury,Thigh Muscle Strain,Groin/Pelvis Injury,Illness,Virus,Calf/Shin Injury,Groin Strain,Back Injury,Hip/Thigh Injury,Calf Muscle Strain,Thigh Muscle Rupture,Shoulder Injury,Head Injury,Foot Injury,ACL Knee Ligament Injury,Ankle Ligaments,MCL Knee Ligament Injury,Concussion,Sprained Ankle,Rib Injury,Toe Injury,Achilles tendonitis,Thumb / Wrist Injury
Aaron Connolly,Brighton,0,21,0,6,3.6,0.5555555555555556,0.0,0.0,0.0,1.9444444444444444,5.0,58.888888888888886,3.055555555555556,1.9444444444444444,0.0,0.8333333333333333,0.0,0.0,0.0,7.5,0.5555555555555556,0.0,0.0,9.444444444444445,0.0,0.0,3.888888888888889,5.833333333333333,1.1111111111111112,9.166666666666666,0.0,0.2777777777777778,6.111111111111111,36.388888888888886,11.11111111111111,0.8333333333333333,0.2777777777777778,17.77777777777778,0.2777777777777778,2.5,0.2777777777777778,1.9444444444444444,0.0,1.9444444444444444,17.0,8.8,0.2272727272727272,0.1136363636363636,0.0,0.0,2.613636363636364,11.477272727272728,130.3409090909091,6.363636363636363,3.4090909090909087,0.5681818181818181,0.2272727272727272,0.5681818181818181,0.7954545454545454,0.1136363636363636,14.09090909090909,1.0227272727272727,0.1136363636363636,0.1136363636363636,22.84090909090909,0.1136363636363636,0.1807851239669421,9.545454545454543,13.18181818181818,4.3181818181818175,21.704545454545453,0.1033057851239669,1.1363636363636362,14.09090909090909,74.43181818181817,43.97727272727273,1.9318181818181817,1.7045454545454544,40.56818181818181,0.7954545454545454,1.818181818181818,0.5681818181818181,3.1818181818181817,1.25,3.4090909090909087,0,0,0,1,0,3,6.0,0.14,0.26575342465753427,0.03561643835616438,0.0,0.0,0.0,0.0,0.0,0.0,0.07178082191780821,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Lennon,Burnley,1,34,0,9,3.1,0.0,0.0,0.3225806451612903,0.0,1.2903225806451613,9.35483870967742,100.64516129032258,4.516129032258064,2.5806451612903225,1.2903225806451613,3.225806451612903,0.0,0.9677419354838708,0.3225806451612903,10.64516129032258,1.2903225806451613,0.3225806451612903,0.3225806451612903,15.161290322580644,0.3225806451612903,0.9365244536940688,5.806451612903226,7.096774193548387,0.9677419354838708,15.161290322580644,0.1040582726326743,0.9677419354838708,8.709677419354838,46.12903225806451,27.096774193548388,1.2903225806451613,0.3225806451612903,12.903225806451612,1.2903225806451613,1.2903225806451613,1.2903225806451613,2.5806451612903225,0.0,0.9677419354838708,26.02409638554217,20.89849397590361,0.1386780964446625,0.1065557263781703,0.1423836189639976,0.0055684389900981,1.296278493382952,36.13191894470464,549.18750471994,14.27838813874144,14.510431914945642,5.891398535196147,1.1303097830068394,1.3836813470123466,1.3067883759815464,0.446269292763659,11.122611614513444,1.1871713644295208,0.248475379596458,1.598907951586417,44.63473734398348,2.586851531435644,0.8540047225857185,22.472171352628425,12.750352428851643,1.8635104522185564,42.07614686053053,0.0478492971719054,1.330806202124244,28.95655853593513,151.11469886918712,82.41703679766223,3.522099069449439,0.9066603820148598,36.32527671103723,1.324040937502008,1.240535760744268,1.0635468480755534,6.072473474675151,1.2223551207371144,1.3147030874695955,0,0,0,0,1,1,21.0,0.12666666666666668,0.0,0.052054794520547946,0.4794520547945205,0.0,0.0,0.0,0.0,0.0,0.10974124809741248,0.0,0.2727272727272727,0.4545454545454546,0.125,0.1,0.125,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Wan Bissaka,Manchester Utd,1,24,0,18,17.4,0.0,0.0,0.1149425287356322,0.0574712643678161,0.1724137931034483,58.27586206896552,754.0229885057472,31.091954022988507,19.655172413793107,5.057471264367816,1.3218390804597702,0.9770114942528736,2.241379310344828,0.2873563218390805,10.517241379310343,2.586206896551724,0.6896551724137931,2.298850574712644,69.82758620689656,3.9080459770114944,1.3938433082309425,33.27586206896552,17.758620689655174,1.0344827586206895,61.896551724137936,0.105694279297133,2.7586206896551726,45.97701149425288,234.5977011494253,146.26436781609198,5.402298850574713,1.0344827586206895,47.93103448275863,0.8045977011494253,0.9195402298850576,1.3793103448275863,7.586206896551725,0.7471264367816093,1.206896551724138,54.0,52.2,0.0383141762452107,0.1149425287356321,0.0957854406130268,0.0,0.1915708812260536,53.19923371647509,698.2950191570881,27.509578544061306,20.15325670498084,3.505747126436781,1.5708812260536398,1.264367816091954,2.5670498084291187,0.5555555555555556,11.704980842911876,2.931034482758621,0.421455938697318,2.7777777777777777,64.92337164750957,3.467432950191571,0.4069963740990296,29.176245210727966,18.524904214559385,0.9961685823754788,57.37547892720306,0.0209186594442242,1.6666666666666663,39.48275862068965,199.0804597701149,110.17241379310344,4.961685823754789,0.689655172413793,41.47509578544061,0.8812260536398467,0.5555555555555556,1.5708812260536398,7.126436781609195,1.0344827586206895,0.900383141762452,0,1,0,0,0,3,9.0,0.03333333333333333,0.0273972602739726,0.10684931506849316,0.1178082191780822,0.0,0.0,0.0,0.030136986301369864,0.003767123287671233,0.03321917808219178,0.15384615384615385,0.2727272727272727,0.09090909090909091,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulaye Doucouré,Everton,0,28,0,14,13.4,0.1492537313432835,0.2985074626865671,0.2985074626865671,0.0,1.5671641791044777,38.507462686567166,541.865671641791,16.492537313432834,14.701492537313433,4.552238805970149,0.1492537313432835,2.08955223880597,1.791044776119403,0.8955223880597015,21.19402985074627,1.2686567164179103,0.0746268656716417,1.2686567164179103,47.76119402985074,2.388059701492537,0.957897081755402,25.149253731343283,12.686567164179104,1.9402985074626864,47.38805970149254,0.0668300289596792,1.6417910447761193,30.44776119402985,158.73134328358208,89.32835820895522,3.2089552238805967,0.5223880597014925,32.3134328358209,1.791044776119403,0.9701492537313432,0.9701492537313432,12.686567164179104,1.2686567164179103,1.5671641791044777,34.0,31.4,0.0955414012738853,0.0955414012738853,0.1910828025477707,0.0,0.6687898089171975,42.45222929936306,637.7707006369427,18.72611464968153,17.006369426751593,4.681528662420383,0.3184713375796179,1.910828025477707,1.78343949044586,0.5414012738853503,17.32484076433121,1.3694267515923568,0.286624203821656,0.9235668789808916,50.28662420382166,1.9745222929936304,0.4695930869406467,28.02547770700637,11.0828025477707,1.2420382165605095,49.87261146496815,0.0172420787861576,0.89171974522293,30.82802547770701,155.31847133757964,77.57961783439491,2.579617834394905,0.9554140127388536,38.31210191082803,1.178343949044586,0.5095541401273885,1.5605095541401277,9.681528662420382,1.178343949044586,0.8280254777070064,0,0,0,0,1,1,6.0,0.26,0.15616438356164383,0.0,0.07123287671232877,0.0,0.0410958904109589,0.010958904109589041,0.0,0.005707762557077625,0.08150684931506849,0.23076923076923078,0.09090909090909091,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Armstrong,Southampton,1,24,0,16,13.4,0.1492537313432835,0.1492537313432835,0.0,0.0,3.3582089552238803,16.940298507462686,200.7462686567164,6.940298507462686,7.238805970149253,1.5671641791044777,1.417910447761194,0.7462686567164178,0.5970149253731343,0.0,12.388059701492535,0.4477611940298507,0.0746268656716417,0.2238805970149253,26.56716417910448,0.1492537313432835,0.1503675651592782,10.746268656716415,15.8955223880597,4.552238805970149,24.77611940298508,0.0779683671196257,2.08955223880597,18.73134328358209,109.17910447761194,63.208955223880594,4.029850746268656,1.4925373134328357,36.11940298507463,0.8955223880597015,0.5970149253731343,0.4477611940298507,3.432835820895522,0.5970149253731343,2.08955223880597,26.02409638554217,20.89849397590361,0.1386780964446625,0.1065557263781703,0.1423836189639976,0.0055684389900981,1.296278493382952,36.13191894470464,549.18750471994,14.27838813874144,14.510431914945642,5.891398535196147,1.1303097830068394,1.3836813470123466,1.3067883759815464,0.446269292763659,11.122611614513444,1.1871713644295208,0.248475379596458,1.598907951586417,44.63473734398348,2.586851531435644,0.8540047225857185,22.472171352628425,12.750352428851643,1.8635104522185564,42.07614686053053,0.0478492971719054,1.330806202124244,28.95655853593513,151.11469886918712,82.41703679766223,3.522099069449439,0.9066603820148598,36.32527671103723,1.324040937502008,1.240535760744268,1.0635468480755534,6.072473474675151,1.2223551207371144,1.3147030874695955,1,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00993150684931507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Forshaw,Leeds United,1,30,0,13,10.1,0.0,0.0,0.198019801980198,0.0,0.7920792079207921,35.34653465346535,568.910891089109,14.851485148514852,12.475247524752476,6.03960396039604,0.495049504950495,1.188118811881188,2.277227722772277,1.0891089108910892,17.821782178217823,0.6930693069306931,0.099009900990099,1.0891089108910892,43.56435643564357,1.3861386138613865,1.3430055876874816,24.653465346534656,8.613861386138614,0.396039603960396,42.57425742574257,0.0294088814822076,0.8910891089108911,28.91089108910891,134.55445544554456,51.78217821782179,1.8811881188118813,0.99009900990099,31.980198019801986,2.07920792079208,1.188118811881188,1.0891089108910892,8.316831683168317,0.495049504950495,0.8910891089108911,26.02409638554217,20.89849397590361,0.1386780964446625,0.1065557263781703,0.1423836189639976,0.0055684389900981,1.296278493382952,36.13191894470464,549.18750471994,14.27838813874144,14.510431914945642,5.891398535196147,1.1303097830068394,1.3836813470123466,1.3067883759815464,0.446269292763659,11.122611614513444,1.1871713644295208,0.248475379596458,1.598907951586417,44.63473734398348,2.586851531435644,0.8540047225857185,22.472171352628425,12.750352428851643,1.8635104522185564,42.07614686053053,0.0478492971719054,1.330806202124244,28.95655853593513,151.11469886918712,82.41703679766223,3.522099069449439,0.9066603820148598,36.32527671103723,1.324040937502008,1.240535760744268,1.0635468480755534,6.072473474675151,1.2223551207371144,1.3147030874695955,0,0,0,0,1,1,4.0,0.30666666666666664,0.12054794520547946,0.0,0.0,0.0,0.0,0.0,0.0,0.0019569471624266144,0.07162426614481408,0.15384615384615385,0.18181818181818182,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Idah,Norwich City,0,20,0,13,3.1,0.0,0.0,0.0,0.0,2.903225806451613,17.096774193548388,227.74193548387092,7.741935483870967,5.806451612903226,1.935483870967741,1.2903225806451613,0.3225806451612903,1.935483870967741,0.3225806451612903,10.32258064516129,0.3225806451612903,0.3225806451612903,0.6451612903225806,26.774193548387096,1.2903225806451613,0.8324661810613944,9.35483870967742,16.774193548387096,3.548387096774193,26.12903225806452,0.2081165452653486,0.9677419354838708,19.032258064516128,104.19354838709675,33.54838709677419,2.5806451612903225,2.5806451612903225,37.41935483870968,0.9677419354838708,1.2903225806451613,0.9677419354838708,3.225806451612903,1.935483870967741,2.5806451612903225,17.0,3.8,0.7894736842105263,0.2631578947368421,0.7894736842105263,0.2631578947368421,3.68421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.368421052631579,0.5263157894736842,1.0526315789473684,0.0,0.0,0.0,0,0,0,1,0,1,1.0,0.0,0.0,0.09315068493150686,0.0,0.0,0.0,0.0,0.0,0.0,0.023287671232876714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Lallana,Brighton,1,33,0,14,11.9,0.0,0.0840336134453781,0.3361344537815126,0.0,0.9243697478991596,54.20168067226891,736.0504201680671,28.15126050420168,19.2436974789916,4.453781512605042,0.7563025210084033,1.680672268907563,2.184873949579832,0.6722689075630252,17.56302521008403,1.512605042016807,0.3361344537815126,0.7563025210084033,63.61344537815126,2.100840336134454,1.3699597486053243,35.042016806722685,16.134453781512605,2.3529411764705883,63.52941176470588,0.0847397782642468,1.4285714285714286,44.70588235294117,191.42857142857144,90.58823529411764,3.949579831932773,1.092436974789916,51.9327731092437,1.0084033613445378,1.4285714285714286,1.092436974789916,9.07563025210084,0.5882352941176471,0.8403361344537815,31.0,18.6,0.053763440860215,0.053763440860215,0.0,0.0,1.2903225806451613,50.32258064516129,666.505376344086,24.731182795698924,18.2258064516129,4.462365591397849,0.913978494623656,1.7204301075268815,1.7204301075268815,0.5376344086021505,18.2258064516129,1.3978494623655913,0.1612903225806451,0.7526881720430108,59.46236559139785,1.7741935483870963,0.6937218175511619,29.892473118279568,20.53763440860215,3.7634408602150535,58.38709677419354,0.0433576135969476,1.2903225806451613,41.93548387096774,190.96774193548384,103.01075268817203,4.354838709677419,0.913978494623656,51.827956989247305,1.2365591397849462,1.5053763440860215,1.4516129032258065,8.494623655913978,0.6989247311827956,1.7204301075268815,0,0,0,0,1,3,26.0,0.07333333333333333,0.18356164383561643,0.0,0.39452054794520547,0.0,0.0,0.0,0.0,0.0,0.10475423045930701,0.0,0.6363636363636364,0.0,0.0,0.2,0.375,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Adam Masina,Watford,0,27,1,10,8.6,0.0,0.0,0.0,0.0,0.5813953488372093,41.395348837209305,623.0232558139535,7.790697674418605,20.0,12.558139534883722,2.558139534883721,2.674418604651163,2.209302325581396,0.9302325581395348,12.558139534883722,1.3953488372093024,0.2325581395348837,3.8372093023255816,51.27906976744186,5.116279069767442,2.203893996755003,23.02325581395349,10.697674418604652,0.1162790697674418,41.51162790697675,0.1081665765278529,1.162790697674419,23.837209302325583,93.13953488372094,51.51162790697675,1.744186046511628,0.3488372093023256,25.58139534883721,1.162790697674419,0.3488372093023256,1.162790697674419,6.976744186046512,2.674418604651163,1.0465116279069768,26.0,22.0,0.0909090909090909,0.0,0.1818181818181818,0.0,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.6363636363636364,1.1363636363636365,0.0,0.0,0.0,0,1,0,0,0,2,4.0,0.006666666666666667,0.0,0.03561643835616438,0.0,0.0,0.0,0.0,0.0,0.0,0.024408468244084682,0.0,0.18181818181818182,0.0,0.0,0.1,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Webster,Brighton,1,26,1,9,6.7,0.1492537313432835,0.0,0.2985074626865671,0.0,0.4477611940298507,77.61194029850746,1340.0,22.686567164179102,40.74626865671642,11.791044776119405,0.4477611940298507,3.582089552238806,2.238805970149253,1.1940298507462686,7.761194029850746,1.791044776119403,0.5970149253731343,3.432835820895522,87.46268656716418,5.522388059701492,6.304299398529738,42.83582089552239,11.791044776119405,0.2985074626865671,84.77611940298507,0.1113833815994653,0.8955223880597015,57.46268656716418,340.29850746268653,220.29850746268656,7.014925373134328,0.2985074626865671,64.6268656716418,1.6417910447761193,0.2985074626865671,1.044776119402985,10.746268656716415,3.2835820895522385,0.8955223880597015,31.0,31.2,0.032051282051282,0.0,0.1282051282051282,0.0,0.8653846153846154,57.5,1041.8589743589744,15.0,28.493589743589745,12.82051282051282,0.0961538461538461,3.6538461538461537,0.9615384615384616,0.4487179487179487,6.85897435897436,1.6346153846153846,0.6730769230769231,3.942307692307693,66.50641025641026,7.532051282051282,1.1310404339250495,32.083333333333336,6.217948717948718,1.0576923076923077,64.90384615384616,0.0071909927679158,0.3525641025641026,43.333333333333336,310.6089743589744,203.4294871794872,5.1923076923076925,0.4487179487179487,47.30769230769231,0.8012820512820513,0.608974358974359,0.7051282051282052,10.256410256410255,2.8846153846153846,1.6025641025641026,0,1,0,0,0,3,7.0,0.36666666666666664,0.17534246575342466,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0013698630136986301,0.04082191780821918,0.15384615384615385,0.0,0.0,0.125,0.0,0.125,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
