Name,Team,Nationalaty,age,CrsINJURY,Matches Played_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y,Position_AMF,Position_DF,Position_DMF,Position_FW,Position_MF,Christmas-played-games,Number of Inj,inj22,Freq Inj,inj days 20-21,inj days 19-20,inj days 18-19,Sus days 22,sus days 20-21,sus days 19-20,sus days 18-19,Career Suspension days,Career INJ days,Suspended,Knock,Hamstring,Ankle/Foot Injury,Knee Injury,Thigh Muscle Strain,Groin/Pelvis Injury,Illness,Virus,Calf/Shin Injury,Groin Strain,Back Injury,Hip/Thigh Injury,Calf Muscle Strain,Thigh Muscle Rupture,Shoulder Injury,Head Injury,Foot Injury,ACL Knee Ligament Injury,Ankle Ligaments,MCL Knee Ligament Injury,Concussion,Sprained Ankle,Rib Injury,Toe Injury,Achilles tendonitis,Thumb / Wrist Injury
Tomáš Souček,West Ham,0,26,0,24,22.6,2,1,2,0,34,914,14542,369,373,139,9,64,44,13,281,30,6,67,1163,92,320,646,265,54,1154,7,13,639,2989,1415,55,9,871,34,14,26,203,69,78,41,40.3,10,1,7,1,67,1539,21845,667,598,216,13,151,83,25,603,56,21,145,2020,174,595,1101,430,102,1997,16,26,947,4799,2040,84,24,1426,91,53,51,463,228,134,0,0,0,0,1,3,1.0,0.0,15.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0027397260273972603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Alexander Arnold,Liverpool,1,23,0,19,18.6,2,10,2,0,31,1670,27342,572,589,468,74,32,28,17,160,24,2,30,1847,40,351,914,672,49,1530,13,22,1110,4333,2442,110,13,1265,11,9,18,178,12,12,45,42.6,2,9,4,0,58,3567,57631,1075,1413,976,213,87,67,38,387,52,4,83,3941,108,957,1820,1400,101,3352,44,77,2477,10600,6362,259,22,2746,28,15,42,437,10,35,0,1,0,0,0,2,10.0,0.12,23.0,0.2054794520547945,0.010958904109589041,0.1506849315068493,0.0,0.0,0.0,0.0,0.0,0.06105675146771037,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevoh Chalobah,Chelsea,1,22,1,17,14.3,3,0,1,0,9,628,10472,248,276,95,1,31,19,10,89,12,6,31,729,37,255,414,108,9,710,9,11,506,2285,1158,42,7,530,16,8,12,96,23,18,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3.0,0.08666666666666667,22.0,0.1095890410958904,0.0,0.0,0.0,0.005479452054794521,0.038356164383561646,0.0,0.0073059360730593605,0.024200913242009132,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Morton,Liverpool,1,19,0,7,4.7,0,0,2,0,0,125,2266,46,52,23,0,5,3,1,51,2,0,2,142,4,39,95,14,1,140,1,2,90,307,105,4,0,98,6,3,2,27,7,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Roberts,Leeds United,0,22,0,21,11.1,1,1,5,0,37,256,2950,126,76,32,15,8,13,8,130,8,1,8,368,9,63,177,160,41,356,7,19,268,1520,692,36,12,356,14,27,9,54,10,23,28,15.9,1,2,3,0,26,467,5289,228,145,55,9,17,18,4,261,20,3,14,639,19,77,344,267,48,634,17,27,416,2396,1232,67,19,639,29,36,9,100,20,24,1,0,0,0,0,1,1.0,0.0,21.0,0.043835616438356165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073059360730593605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrick Mitchell,Crystal Palace,1,22,0,18,17.1,0,1,0,0,1,936,11657,367,385,135,23,35,51,22,310,30,2,37,1122,58,399,503,279,19,919,8,14,625,2555,1267,42,24,649,13,8,28,137,16,20,20,19.2,1,1,1,0,2,779,8911,322,308,92,22,15,69,19,404,51,8,67,1025,78,407,435,222,10,835,15,22,505,1993,922,31,14,509,9,11,31,123,16,13,0,1,0,0,0,3,4.0,0.0,23.0,0.2328767123287671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03881278538812785,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrone Mings,Aston Villa,1,28,0,16,15.4,1,1,4,0,12,656,11477,160,324,163,2,50,11,4,96,40,18,87,844,174,501,313,72,34,809,4,5,420,2334,1108,21,2,501,17,12,6,150,48,25,37,36.5,2,2,6,1,20,1585,29862,324,768,462,4,95,33,14,252,84,47,230,2007,384,1216,832,84,37,1954,8,13,1082,7161,3397,54,7,1214,22,23,21,370,109,35,0,1,0,0,0,2,8.0,0.013333333333333334,22.0,0.010958904109589041,0.07397260273972603,0.0,0.04666666666666667,0.005479452054794521,0.0,0.00821917808219178,0.011643835616438357,0.14452054794520547,5.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentino Livramento,Southampton,1,19,1,18,17.4,1,0,2,0,8,757,9371,360,284,88,39,41,38,18,239,32,6,35,983,58,291,469,314,33,836,22,37,567,4117,2422,94,22,551,16,31,23,155,18,26,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virgil van Dijk,Liverpool,0,30,0,19,19.0,1,1,2,0,19,1396,29356,362,700,321,0,59,15,7,59,22,12,96,1575,185,761,847,46,22,1524,1,2,1003,4127,2227,62,1,1149,5,6,9,212,71,26,8,6.6,1,0,1,0,6,329,7078,65,186,77,0,10,3,0,14,3,2,12,353,25,146,213,9,5,350,0,0,246,890,413,13,0,289,4,3,2,48,16,7,0,1,0,0,0,2,13.0,0.08666666666666667,5.0,0.7753424657534247,0.00821917808219178,0.07671232876712329,0.0,0.0,0.0,0.0,0.0029354207436399216,0.11095890410958904,3.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitaly Janelt,Brentford,0,23,0,15,12.9,1,0,3,0,9,464,6586,170,191,85,18,24,30,10,193,26,4,16,584,34,184,299,129,15,539,6,7,307,1588,799,28,6,394,23,21,23,104,16,13,44,36.3,3,3,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,52,45,0,0,0,0,0,0,0,1,3,2.0,0.08,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00939334637964775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vladimír Coufal,West Ham,0,29,0,18,14.4,0,3,3,1,9,754,8985,290,303,130,45,47,21,6,166,29,2,35,869,52,265,347,318,20,729,7,9,462,2675,1340,50,6,538,20,12,10,141,14,21,36,36.3,0,7,3,0,15,1693,20585,654,661,292,108,101,77,44,457,74,5,122,2065,156,623,894,640,47,1714,18,27,1012,5191,2418,108,18,1164,34,39,42,322,50,42,0,1,0,0,0,3,1.0,0.06,16.0,0.0,0.0,0.0,0.04666666666666667,0.0,0.0,0.0,0.0014752370916754477,0.0018967334035827187,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfred Ndidi,Leicester City,0,25,0,19,18.4,1,0,5,1,15,821,12071,359,339,89,3,36,67,17,391,28,3,40,1030,62,328,602,138,15,1015,6,10,613,2808,1098,39,13,662,32,22,51,192,43,29,36,32.4,1,4,7,0,23,1530,25267,610,638,233,5,80,117,34,556,71,14,87,1921,128,676,1132,207,16,1905,12,22,1199,5390,1972,50,23,1276,72,28,85,340,56,41,0,0,0,0,1,2,9.0,0.22,17.0,0.2356164383561644,0.12876712328767123,0.005479452054794521,0.0,0.0,0.0,0.0,0.005175038051750381,0.0578386605783866,2.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Troost Ekong,Watford,0,28,0,16,15.3,0,0,3,0,3,530,11028,72,262,189,1,34,16,6,96,27,13,82,670,141,440,249,16,4,655,1,2,339,2113,1361,22,0,400,17,1,10,108,32,13,33,30.5,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,19,0,0,0,0,1,0,0,0,2,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015981735159817352,0.0031963470319634705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yan Valery,Southampton,0,22,0,3,3.7,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,4,2.1,0,0,0,0,4,64,883,27,28,6,9,2,3,0,32,5,0,5,94,4,35,35,28,2,78,1,4,50,287,161,8,6,58,3,2,2,13,1,3,0,1,0,0,0,2,4.0,0.0,23.0,0.03561643835616438,0.27671232876712326,0.021917808219178082,0.0,0.0,0.0,0.0,0.0,0.05570776255707763,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoane Wissa,Brentford,0,25,0,11,4.6,5,0,0,0,16,42,341,26,12,1,6,4,2,0,30,1,0,1,67,0,11,31,33,10,66,3,3,41,210,117,7,6,93,5,7,6,15,3,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1.0,0.2733333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012480974124809741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youri Tielemans,Leicester City,0,24,0,20,18.7,5,3,2,0,35,1042,15665,408,418,190,17,27,30,15,237,32,10,22,1220,50,259,682,347,26,1149,15,20,837,3210,1818,78,14,969,26,36,26,146,13,19,51,49.3,9,6,9,0,64,2909,44471,1015,1194,607,63,71,85,28,590,65,13,33,3327,61,688,1958,859,44,3134,48,65,2127,8275,4669,182,58,2527,73,82,66,487,43,37,0,0,0,0,1,2,3.0,0.14,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010958904109589041,0.004794520547945206,0.02226027397260274,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yves Bissouma,Brighton,0,25,0,13,11.8,0,1,5,0,9,607,10222,258,251,85,2,17,38,11,182,16,0,20,736,43,213,422,163,12,724,20,25,522,3182,1520,56,11,528,15,13,25,121,9,7,39,37.0,2,0,9,1,48,1676,29183,583,757,293,8,50,114,26,540,56,8,67,2098,108,587,1221,458,14,2067,50,76,1469,8941,4093,157,31,1462,68,44,74,364,38,22,0,0,0,0,1,3,5.0,0.16666666666666666,20.0,0.0,0.0,0.06027397260273973,0.06666666666666667,0.07397260273972603,0.0,0.0,0.015525114155251141,0.0517503805175038,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İlkay Gündoğan,Manchester City,0,31,0,19,16.2,3,5,1,0,43,865,12863,396,311,126,27,21,16,6,130,9,2,6,983,17,102,514,432,71,911,12,19,669,3329,1557,88,14,872,14,14,7,88,10,3,46,37.5,17,4,3,0,68,2625,41019,1266,993,300,39,36,36,11,347,20,4,17,2899,35,354,1750,1027,114,2828,48,67,2114,10579,5454,270,25,2627,32,43,27,259,20,26,0,0,0,0,1,3,15.0,0.2,23.0,0.10136986301369863,0.0136986301369863,0.12602739726027398,0.0,0.0,0.010958904109589041,0.0,0.0007305936073059361,0.06904109589041096,1.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
