Name,Team,Nationalaty,age,CrsINJURY,Matches Played_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y,Position_AMF,Position_DF,Position_DMF,Position_FW,Position_MF,Christmas-played-games,Number of Inj,inj22,Freq Inj,inj days 20-21,inj days 19-20,inj days 18-19,Sus days 22,sus days 20-21,sus days 19-20,sus days 18-19,Career Suspension days,Career INJ days,Suspended,Knock,Hamstring,Ankle/Foot Injury,Knee Injury,Thigh Muscle Strain,Groin/Pelvis Injury,Illness,Virus,Calf/Shin Injury,Groin Strain,Back Injury,Hip/Thigh Injury,Calf Muscle Strain,Thigh Muscle Rupture,Shoulder Injury,Head Injury,Foot Injury,ACL Knee Ligament Injury,Ankle Ligaments,MCL Knee Ligament Injury,Concussion,Sprained Ankle,Rib Injury,Toe Injury,Achilles tendonitis,Thumb / Wrist Injury
Aaron Connolly,Brighton,0,21,0,6,3.6,2,0,0,0,7,18,212,11,7,0,3,0,0,0,27,2,0,0,34,0,0,14,21,4,33,0,1,22,131,40,3,1,64,1,9,1,7,0,7,17,8.8,2,1,0,0,23,101,1147,56,30,5,2,5,7,1,124,9,1,1,201,1,14,84,116,38,191,8,10,124,655,387,17,15,357,7,16,5,28,11,30,0,0,0,1,0,3,6.0,0.14,26.0,0.26575342465753427,0.03561643835616438,0.0,0.0,0.0,0.0,0.0,0.0,0.07178082191780821,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Lennon,Burnley,1,34,0,9,3.1,0,0,1,0,4,29,312,14,8,4,10,0,3,1,33,4,1,1,47,1,9,18,22,3,47,1,3,27,143,84,4,1,40,4,4,4,8,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21.0,0.12666666666666668,17.0,0.0,0.052054794520547946,0.4794520547945205,0.0,0.0,0.0,0.0,0.0,0.10974124809741248,0.0,3.0,5.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Wan Bissaka,Manchester Utd,1,24,0,18,17.4,0,0,2,1,3,1014,13120,541,342,88,23,17,39,5,183,45,12,40,1215,68,422,579,309,18,1077,32,48,800,4082,2545,94,18,834,14,16,24,132,13,21,54,52.2,2,6,5,0,10,2777,36451,1436,1052,183,82,66,134,29,611,153,22,145,3389,181,1109,1523,967,52,2995,57,87,2061,10392,5751,259,36,2165,46,29,82,372,54,47,0,1,0,0,0,3,9.0,0.03333333333333333,23.0,0.0273972602739726,0.10684931506849316,0.1178082191780822,0.0,0.0,0.0,0.030136986301369864,0.003767123287671233,0.03321917808219178,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulaye Doucouré,Everton,0,28,0,14,13.4,2,4,4,0,21,516,7261,221,197,61,2,28,24,12,284,17,1,17,640,32,172,337,170,26,635,12,22,408,2127,1197,43,7,433,24,13,13,170,17,21,34,31.4,3,3,6,0,21,1333,20026,588,534,147,10,60,56,17,544,43,9,29,1579,62,463,880,348,39,1566,17,28,968,4877,2436,81,30,1203,37,16,49,304,37,26,0,0,0,0,1,1,6.0,0.26,5.0,0.15616438356164383,0.0,0.07123287671232877,0.0,0.0410958904109589,0.010958904109589041,0.0,0.005707762557077625,0.08150684931506849,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Armstrong,Southampton,1,24,0,16,13.4,2,2,0,0,45,227,2690,93,97,21,19,10,8,0,166,6,1,3,356,2,27,144,213,61,332,14,28,251,1463,847,54,20,484,12,8,6,46,8,28,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00993150684931507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Forshaw,Leeds United,1,30,0,13,10.1,0,0,2,0,8,357,5746,150,126,61,5,12,23,11,180,7,1,11,440,14,137,249,87,4,430,3,9,292,1359,523,19,10,323,21,12,11,84,5,9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,0.30666666666666664,23.0,0.12054794520547946,0.0,0.0,0.0,0.0,0.0,0.0,0.0019569471624266144,0.07162426614481408,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Idah,Norwich City,0,20,0,13,3.1,0,0,0,0,9,53,706,24,18,6,4,1,6,1,32,1,1,2,83,4,8,29,52,11,81,2,3,59,323,104,8,8,116,3,4,3,10,6,8,17,3.8,3,1,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,0,0,0,0,0,0,1,0,1,1.0,0.0,7.0,0.0,0.09315068493150686,0.0,0.0,0.0,0.0,0.0,0.0,0.023287671232876714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Lallana,Brighton,1,33,0,14,11.9,0,1,4,0,11,645,8759,335,229,53,9,20,26,8,209,18,4,9,757,25,194,417,192,28,756,12,17,532,2278,1078,47,13,618,12,17,13,108,7,10,31,18.6,1,1,0,0,24,936,12397,460,339,83,17,32,32,10,339,26,3,14,1106,33,240,556,382,70,1086,15,24,780,3552,1916,81,17,964,23,28,27,158,13,32,0,0,0,0,1,3,26.0,0.07333333333333333,15.0,0.18356164383561643,0.0,0.39452054794520547,0.0,0.0,0.0,0.0,0.0,0.10475423045930701,0.0,7.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Adam Masina,Watford,0,27,1,10,8.6,0,0,0,0,5,356,5358,67,172,108,22,23,19,8,108,12,2,33,441,44,163,198,92,1,357,8,10,205,801,443,15,3,220,10,3,10,60,23,9,26,22.0,2,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,25,0,0,0,0,1,0,0,0,2,4.0,0.006666666666666667,23.0,0.0,0.03561643835616438,0.0,0.0,0.0,0.0,0.0,0.0,0.024408468244084682,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Webster,Brighton,1,26,1,9,6.7,1,0,2,0,3,520,8978,152,273,79,3,24,15,8,52,12,4,23,586,37,283,287,79,2,568,5,6,385,2280,1476,47,2,433,11,2,7,72,22,6,31,31.2,1,0,4,0,27,1794,32506,468,889,400,3,114,30,14,214,51,21,123,2075,235,1101,1001,194,33,2025,7,11,1352,9691,6347,162,14,1476,25,19,22,320,90,50,0,1,0,0,0,3,7.0,0.36666666666666664,16.0,0.17534246575342466,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0013698630136986301,0.04082191780821918,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adama Traoré,Wolves,0,25,0,19,12.2,0,0,0,0,22,305,4055,142,106,40,30,5,12,2,133,8,1,2,464,5,57,217,254,53,462,60,81,450,3307,2086,91,34,574,11,37,10,63,11,22,41,31.7,3,2,5,0,48,878,9468,384,312,103,131,33,32,9,345,28,2,16,1317,20,133,672,681,117,1293,160,214,1143,8595,5679,306,86,1439,58,108,24,162,78,75,0,0,0,1,0,1,11.0,0.0,5.0,0.0136986301369863,0.0821917808219178,0.005479452054794521,0.0,0.0,0.0,0.0,0.03592085235920852,0.0563165905631659,6.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ademola Lookman,Leicester City,1,24,0,16,9.7,3,1,1,0,15,310,3331,173,90,20,14,5,21,6,172,14,1,3,430,5,54,210,187,42,420,17,33,340,1366,689,40,18,392,23,23,14,60,2,9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8.0,0.10666666666666667,5.0,0.024657534246575342,0.03561643835616438,0.12876712328767123,0.0,0.0,0.0,0.0,0.0,0.061986301369863016,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ainsley Maitland Niles,Arsenal,1,24,0,11,5.3,0,1,0,0,2,136,1923,59,55,19,2,9,7,1,54,5,1,4,171,9,47,89,41,1,166,2,7,101,422,216,10,5,116,7,3,5,37,5,4,21,13.5,0,1,0,0,9,566,8141,272,206,67,14,17,22,11,161,20,4,20,683,36,198,313,223,24,625,12,21,440,2397,1397,65,17,480,13,8,22,91,9,6,0,0,0,0,1,2,8.0,0.02666666666666667,23.0,0.030136986301369864,0.0,0.273972602739726,0.0,0.0,0.005479452054794521,0.019178082191780823,0.0030821917808219177,0.047602739726027396,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Sambi Lokonga,Arsenal,0,22,0,15,10.3,0,0,4,0,18,539,8780,221,217,86,3,20,19,7,108,15,6,10,635,26,179,357,136,2,620,3,4,432,2653,1488,62,5,476,11,13,13,86,10,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0.06,29.0,0.0,0.0,0.0,0.0,0.0,0.019178082191780823,0.0,0.0031963470319634705,0.00410958904109589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Iwobi,Everton,0,25,0,15,9.9,2,1,0,0,17,238,3063,109,82,28,15,2,11,3,140,8,0,7,332,9,60,126,174,37,327,14,26,262,1481,861,40,13,332,3,3,8,42,5,16,36,20.9,2,3,0,0,22,688,9911,242,291,113,64,7,33,14,224,22,1,12,880,25,193,419,363,46,849,46,71,698,4994,2997,148,28,787,18,20,24,118,4,8,1,0,0,0,0,1,9.0,0.14,27.0,0.0,0.1095890410958904,0.0684931506849315,0.0,0.0,0.0,0.0,0.0,0.04200913242009133,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Král,West Ham,0,23,0,4,2.4,0,0,0,0,1,73,1020,34,26,8,0,8,5,1,34,2,0,0,84,2,16,58,14,3,84,0,0,48,273,112,6,2,59,2,2,8,22,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.0,0.09333333333333334,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005479452054794521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Oxlade Chamberlain,Liverpool,1,28,0,21,12.1,1,3,0,0,31,444,7496,153,173,101,25,14,23,4,161,14,2,7,565,10,75,314,236,28,545,15,22,422,2454,1425,77,24,460,14,10,20,65,3,8,17,3.3,1,1,0,0,9,158,2535,55,63,28,4,10,3,0,55,3,0,1,199,4,12,113,88,7,196,3,8,128,768,390,17,8,196,3,1,2,38,2,4,1,0,0,0,0,2,20.0,0.0,17.0,0.3315068493150685,0.057534246575342465,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.22853881278538812,0.0,4.0,5.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Telles,Manchester Utd,0,29,0,8,7.0,1,0,1,0,6,369,4604,155,142,57,26,5,19,9,69,16,3,14,441,16,127,200,135,4,366,1,2,230,868,413,18,4,273,9,5,7,45,11,10,24,19.5,0,3,1,0,11,1039,13813,441,382,184,73,25,24,9,168,35,2,52,1214,55,343,558,368,3,998,8,14,654,3090,1883,65,19,806,25,16,17,113,22,18,0,1,0,0,0,3,2.0,0.0,5.0,0.07123287671232877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018967334035827187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Lacazette,Arsenal,0,30,0,16,9.3,4,3,0,0,15,222,2431,120,62,22,6,7,13,4,151,8,2,1,314,0,40,144,148,46,306,9,14,191,756,440,19,9,336,24,16,9,35,11,25,43,27.2,17,3,4,0,57,650,7493,349,201,50,6,26,28,4,376,21,2,14,936,16,108,443,431,125,891,27,44,626,2228,980,49,39,1118,50,77,22,120,37,72,1,0,0,0,0,2,14.0,0.0,17.0,0.0547945205479452,0.13150684931506848,0.052054794520547946,0.0,0.0,0.0,0.0,0.005479452054794521,0.05362035225048924,5.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Mac Allister,Brighton,0,23,0,13,5.4,2,3,1,0,12,180,2732,71,76,25,3,5,20,6,102,8,1,3,248,7,56,109,97,12,240,0,4,155,790,415,23,7,186,5,11,15,39,5,4,27,16.8,3,2,1,0,43,407,5542,182,148,48,17,13,25,7,267,20,3,5,554,10,102,252,240,38,544,15,25,378,1737,869,42,18,482,27,24,21,102,10,24,1,0,0,0,0,3,3.0,0.013333333333333334,7.0,0.10410958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015655577299412915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan,Everton,0,30,0,15,14.7,0,1,2,0,3,561,8461,179,242,105,4,17,43,10,388,28,4,26,711,49,212,412,126,7,677,11,14,427,2214,1199,59,15,403,21,13,36,163,6,7,26,24.5,0,0,7,0,7,1048,16984,401,428,178,5,28,75,28,673,39,13,30,1282,74,413,827,151,3,1249,28,43,809,4950,2935,96,22,871,56,40,56,221,6,13,0,0,0,0,1,1,4.0,0.07333333333333333,16.0,0.19726027397260273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162426614481409,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Saint Maximin,Newcastle Utd,0,24,1,19,17.3,3,3,3,0,35,424,5365,185,152,54,39,13,5,0,133,11,0,1,661,5,60,354,361,71,640,73,118,622,4469,2921,139,65,697,9,43,4,101,11,19,26,17.5,3,4,0,0,30,436,5913,200,157,52,21,6,15,1,211,13,1,0,686,1,83,378,333,66,671,83,123,667,4416,2890,148,60,698,10,54,11,100,5,13,1,0,0,0,0,1,24.0,0.0,27.0,0.30684931506849317,0.24383561643835616,0.09041095890410959,0.0,0.0,0.0,0.0,0.002397260273972603,0.12602739726027398,1.0,2.0,2.0,3.0,0.0,6.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Christensen,Chelsea,0,25,1,17,15.6,1,1,2,0,6,1175,21411,391,573,192,1,48,17,7,124,24,7,77,1328,134,551,757,94,7,1299,5,5,913,4129,2374,84,2,973,14,11,13,161,54,32,27,24.0,0,0,3,1,4,1488,28788,444,769,257,1,47,23,6,156,35,20,104,1689,243,915,840,40,7,1653,1,2,1134,5731,3190,76,3,1261,25,12,17,181,62,34,0,1,0,0,0,3,18.0,0.02,23.0,0.0547945205479452,0.10684931506849316,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,0.033181126331811264,0.0,5.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andriy Yarmolenko,West Ham,0,32,0,16,6.3,1,0,0,0,14,178,2604,82,68,22,13,5,6,3,62,4,1,2,232,5,30,99,121,27,228,3,8,172,964,531,27,9,257,7,9,5,21,4,3,21,9.5,3,4,3,0,20,157,2158,79,50,24,24,2,6,1,56,7,0,1,209,2,35,86,107,18,202,7,7,165,1114,584,34,14,220,16,15,8,29,3,3,1,0,0,0,0,3,6.0,0.06,2.0,0.24383561643835616,0.21095890410958903,0.6082191780821918,0.0,0.0,0.0,0.0,0.0,0.06797945205479453,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
André Gomes,Everton,0,28,0,8,3.8,0,2,2,0,12,93,1367,45,27,13,6,4,6,1,74,4,1,0,135,3,25,55,64,7,133,5,5,89,414,218,9,7,114,14,2,5,28,2,9,32,21.3,0,2,4,0,18,901,14845,353,354,170,20,11,48,19,369,30,1,9,1083,32,246,665,253,16,1068,26,41,795,3914,1874,87,35,855,59,23,36,175,19,17,0,0,0,0,1,1,20.0,0.48,17.0,0.09863013698630137,0.4465753424657534,0.2602739726027397,0.0,0.0,0.0,0.0547945205479452,0.031735159817351595,0.11552511415525114,5.0,4.0,6.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Anthony Gordon,Everton,1,20,0,15,8.8,0,1,1,0,13,234,2562,112,66,29,16,7,21,7,147,21,2,2,346,8,65,141,171,26,339,10,18,238,1635,919,39,11,314,13,20,14,48,7,21,7,3.3,0,3,0,0,12,26,365,13,8,4,2,0,3,0,18,2,0,1,45,2,14,15,18,3,44,3,7,37,212,116,4,4,39,2,9,4,9,1,2,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Rüdiger,Chelsea,0,28,0,23,23.3,2,0,5,0,33,1622,29683,495,791,314,9,47,32,16,174,29,6,64,1826,124,644,1065,253,33,1780,6,9,1316,6082,3594,119,13,1461,27,13,17,178,51,21,34,32.8,1,1,1,0,24,2096,39802,570,1087,407,1,33,38,13,246,35,19,135,2357,293,1134,1253,139,22,2313,5,11,1696,8456,4738,105,3,1847,32,19,26,238,79,31,0,1,0,0,0,3,10.0,0.05333333333333334,22.0,0.01643835616438356,0.3013698630136986,0.1643835616438356,0.0,0.0,0.0,0.0,0.0,0.04885844748858448,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anwar El Ghazi,Aston Villa,0,26,0,10,5.8,3,3,2,0,11,108,1165,54,39,7,11,7,3,2,44,4,0,1,174,2,15,61,112,17,171,3,12,116,598,401,26,10,192,12,8,3,27,10,8,31,20.8,11,0,2,0,75,613,6996,293,184,81,88,30,16,4,218,11,0,12,858,23,77,314,521,84,809,28,49,563,2925,1813,107,41,916,23,34,13,81,30,50,1,0,0,0,0,2,9.0,0.08666666666666667,15.0,0.0,0.024657534246575342,0.0,0.0,0.0,0.0,0.0,0.0019178082191780822,0.027123287671232878,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Armando Broja,Southampton,0,20,0,15,9.0,6,0,0,0,22,126,888,75,36,3,7,27,8,1,140,8,1,4,224,4,17,104,119,37,222,8,18,127,887,624,22,20,359,18,12,8,31,33,66,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.0,0.04666666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004794520547945206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Masuaku,West Ham,0,28,0,12,7.5,1,0,0,0,4,281,3560,133,115,25,30,14,18,5,76,10,1,7,354,16,94,166,113,8,321,13,18,227,951,525,27,9,227,8,3,14,47,10,6,13,12.2,0,2,3,0,8,552,7513,272,190,66,36,15,20,11,136,35,0,16,680,38,187,328,227,12,636,30,47,477,2836,1894,77,17,497,15,10,14,101,10,17,0,0,1,0,0,3,12.0,0.0,22.0,0.32602739726027397,0.06575342465753424,0.1095890410958904,0.0,0.0,0.01643835616438356,0.0,0.012785388127853882,0.12191780821917808,3.0,1.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Fletcher,Watford,1,26,0,5,2.3,2,0,0,0,11,12,88,8,2,2,1,2,2,1,9,1,1,0,18,1,5,6,8,1,18,0,1,7,29,15,1,0,29,6,3,3,7,2,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Westwood,Burnley,1,31,0,14,13.6,0,4,5,0,7,646,9475,202,240,182,22,16,19,7,215,8,3,10,737,24,120,433,211,12,658,6,9,412,1575,740,22,8,486,16,15,16,130,3,7,42,40.2,3,3,8,0,19,2125,33232,622,780,642,81,75,25,5,492,50,10,49,2379,66,414,1448,626,26,2153,12,18,1361,5347,2449,97,19,1652,54,58,15,420,14,31,0,0,0,0,1,1,11.0,0.08666666666666667,16.0,0.03287671232876712,0.06575342465753424,0.0136986301369863,0.08,0.0,0.019178082191780823,0.0,0.0052968036529680365,0.025936073059360732,4.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Axel Tuanzebe,Aston Villa,1,24,0,11,7.6,0,0,1,0,2,227,4287,55,115,53,1,15,8,2,47,5,4,13,263,41,161,112,7,3,257,0,0,155,908,419,4,0,179,7,4,6,43,12,11,19,10.3,0,0,7,0,1,423,7713,145,203,66,0,19,18,9,108,22,10,38,523,87,286,246,25,1,508,0,2,308,1707,805,25,2,335,17,7,15,80,13,10,0,1,0,0,0,2,4.0,0.06,5.0,0.0,0.3013698630136986,0.0,0.0,0.0,0.0,0.0,0.0,0.08287671232876713,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
