age,Matches Played_x,Asissts_x,Passes Attemted_x,Cross Passes_x,Head Pases_x,Tackeled_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Carries_x,Carries To Distance_x,Carries Tackeled_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Matches Played_y,Goals_y,Passes Total Distance_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Tackeled_y,Tackeled Dribbels_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Live Game_y,Carries_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Position_AMF,Position_FW,Position_MF,Christmas-played-games,Number of Inj,inj22,inj days 20-21,Career Suspension days,Ankle/Foot Injury,Knee Injury,Thigh Muscle Strain,Groin/Pelvis Injury,Illness,Virus,Calf/Shin Injury,Back Injury,Hip/Thigh Injury,Thigh Muscle Rupture,Shoulder Injury,Head Injury,Concussion,Sprained Ankle,Rib Injury
30,15,0.0680272108843537,38.16326530612245,0.272108843537415,1.1564625850340136,2.925170068027211,1.9047619047619049,0.272108843537415,1.7687074829931977,48.36734693877551,3.333333333333333,0.9810727011893192,0.4761904761904762,46.054421768707485,0.0509047156277477,29.047619047619047,150.6122448979592,1.020408163265306,2.4489795918367347,11.08843537414966,0.4081632653061224,26.0,0.0,693.2244897959183,17.46938775510204,7.26530612244898,0.2040816326530612,3.061224489795918,1.1428571428571428,1.5918367346938775,0.5306122448979592,1.2244897959183674,52.326530612244895,3.020408163265306,33.755102040816325,6.163265306122449,50.97959183673469,33.02040816326531,2.2857142857142856,9.020408163265309,0.2448979591836734,0,0,1,1,4.0,11.0,72.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,19,0.1734104046242774,24.508670520231213,2.254335260115607,0.7514450867052023,0.2890173410404624,0.6358381502890174,0.0,0.0578034682080924,38.20809248554913,0.2890173410404624,0.2004744562130375,4.104046242774566,36.99421965317919,0.2439105883925289,35.95375722543353,258.32369942196533,3.757225433526012,0.2312138728323699,5.8381502890173405,0.6358381502890174,26.0,0.1714285714285714,337.8857142857143,8.971428571428572,2.9714285714285715,1.2,0.8571428571428571,0.0571428571428571,0.7428571428571429,0.0571428571428571,0.0,39.2,0.0571428571428571,21.6,19.02857142857143,38.34285714285714,38.114285714285714,0.6285714285714286,5.714285714285714,0.2857142857142857,1,0,0,1,24.0,0.0,112.0,7.0,3.0,0.0,6.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,17,0.0641025641025641,75.32051282051282,0.0641025641025641,3.076923076923077,1.08974358974359,1.5384615384615383,0.4487179487179487,4.935897435897436,85.12820512820512,8.58974358974359,2.2641354372123605,0.4487179487179487,83.26923076923077,0.0205456936226167,58.52564102564103,264.6794871794872,0.1282051282051282,0.8333333333333334,10.32051282051282,3.4615384615384617,27.0,0.0,1199.5,32.041666666666664,10.708333333333334,0.0416666666666666,0.9583333333333334,0.25,1.4583333333333333,0.8333333333333334,4.333333333333333,70.375,10.125,35.0,1.6666666666666667,68.875,47.25,0.7083333333333334,7.541666666666667,2.583333333333333,0,0,0,3,18.0,3.0,20.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
32,16,0.0,28.253968253968253,2.063492063492064,0.7936507936507937,0.9523809523809524,0.6349206349206349,0.1587301587301587,0.3174603174603174,36.82539682539683,0.7936507936507937,0.7558578987150416,4.285714285714286,36.19047619047619,0.0755857898715041,27.301587301587304,153.015873015873,1.4285714285714286,0.7936507936507937,3.333333333333333,0.6349206349206349,21.0,0.3157894736842105,227.1578947368421,5.2631578947368425,2.526315789473684,2.526315789473684,0.631578947368421,0.1052631578947368,0.7368421052631579,0.0,0.1052631578947368,22.0,0.2105263157894736,9.052631578947368,11.263157894736842,21.26315789473684,17.36842105263158,0.8421052631578947,3.0526315789473686,0.3157894736842105,1,0,0,3,6.0,9.0,89.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,0.5263157894736842,24.47368421052632,1.5789473684210529,1.0526315789473684,1.5789473684210529,1.0526315789473684,0.2631578947368421,0.0,35.526315789473685,0.7894736842105263,1.731301939058172,1.842105263157895,35.0,0.3462603878116344,23.42105263157895,108.94736842105264,1.842105263157895,1.3157894736842106,7.36842105263158,0.5263157894736842,32.0,0.0,696.9483568075117,16.619718309859156,7.981220657276995,0.9389671361502347,2.2535211267605635,0.892018779342723,1.408450704225352,0.0469483568075117,0.4225352112676056,50.84507042253521,1.5023474178403755,31.220657276995304,11.87793427230047,50.140845070422536,37.32394366197183,1.6901408450704225,8.215962441314554,0.892018779342723,0,0,1,1,20.0,72.0,36.0,139.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20,15,0.1136363636363636,26.59090909090909,1.818181818181818,0.7954545454545454,2.386363636363636,2.386363636363636,0.2272727272727272,0.2272727272727272,39.31818181818181,0.9090909090909092,0.8393595041322313,2.954545454545454,38.52272727272727,0.1291322314049586,27.045454545454543,185.79545454545453,1.25,1.5909090909090908,5.454545454545454,0.7954545454545454,7.0,0.0,110.6060606060606,2.4242424242424243,1.2121212121212122,0.6060606060606061,0.9090909090909092,0.0,0.6060606060606061,0.0,0.303030303030303,13.636363636363637,0.6060606060606061,4.545454545454546,5.454545454545455,13.333333333333334,11.212121212121213,1.2121212121212122,2.7272727272727275,0.303030303030303,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,23,0.0,69.6137339055794,0.3862660944206008,2.017167381974249,1.3733905579399142,1.2446351931330473,0.2575107296137339,2.7467811158798283,78.36909871244634,5.321888412017168,1.1862439904953122,1.4163090128755365,76.39484978540773,0.0110519626443662,56.48068669527897,261.0300429184549,0.5579399141630901,0.7296137339055794,7.639484978540772,2.188841201716738,34.0,0.0304878048780487,1213.4756097560976,33.140243902439025,12.408536585365855,0.0304878048780487,1.1585365853658538,0.3963414634146341,1.0670731707317074,0.5792682926829269,4.115853658536586,71.85975609756098,8.932926829268293,38.20121951219512,4.237804878048781,70.51829268292684,51.707317073170735,0.7926829268292683,7.25609756097561,2.408536585365854,0,0,0,3,10.0,8.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,10,0.5172413793103449,18.620689655172413,1.896551724137931,1.206896551724138,0.5172413793103449,0.6896551724137931,0.0,0.1724137931034483,30.0,0.3448275862068966,0.44589774078478,2.931034482758621,29.48275862068965,0.089179548156956,20.0,103.10344827586208,1.7241379310344829,0.5172413793103449,4.655172413793103,1.7241379310344829,31.0,0.5288461538461539,336.3461538461538,8.846153846153847,3.894230769230769,4.230769230769231,0.7692307692307692,0.1923076923076923,0.5288461538461539,0.0,0.5769230769230769,41.25,1.1057692307692308,15.096153846153843,25.048076923076923,38.89423076923077,27.06730769230769,0.625,3.894230769230769,1.4423076923076923,1,0,0,2,9.0,13.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,15,0.0,14.0,0.7777777777777778,3.0,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.4444444444444444,24.88888888888889,0.4444444444444444,0.2098765432098765,4.111111111111111,24.666666666666668,0.0987654320987654,14.11111111111111,98.55555555555556,2.2222222222222223,0.8888888888888888,3.4444444444444446,3.6666666666666665,26.02409638554217,0.1386780964446625,549.18750471994,14.510431914945642,5.891398535196147,1.1303097830068394,1.3067883759815464,0.446269292763659,1.1871713644295208,0.248475379596458,1.598907951586417,44.63473734398348,2.586851531435644,22.472171352628425,12.750352428851643,42.07614686053053,28.95655853593513,1.0635468480755534,6.072473474675151,1.2223551207371144,0,1,0,2,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,12,0.0,37.46666666666667,4.0,1.8666666666666667,2.4,1.3333333333333333,0.1333333333333333,0.9333333333333332,47.2,2.1333333333333333,1.671111111111111,1.0666666666666669,42.8,0.2311111111111111,30.266666666666666,126.8,1.2,1.8666666666666667,6.266666666666667,1.3333333333333333,13.0,0.0,615.8196721311476,15.57377049180328,5.409836065573771,2.950819672131148,1.639344262295082,0.9016393442622952,2.8688524590163937,0.0,1.3114754098360657,55.73770491803279,3.114754098360656,26.885245901639347,18.60655737704918,52.13114754098361,39.09836065573771,1.1475409836065575,8.278688524590164,0.819672131147541,0,0,0,3,12.0,0.0,119.0,56.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
